breach_id,breach_location_id,scenario_id,scenario_name,return_period,discharge_m3s,breach_name,dijkring,river,damage_MEUR,victims,affected,model_resolution,initial_breach_width,max_breach_width,breach_growth_method,scenario_layer,map_id,id,breachtypes_id,dijkringareas_id,openwaters_id,name,code,x,y,notify,lt30,f30t300,f300t3000,f3000t30k,gt30k,dreigende_overstroming,geometry_type,geometry_x,geometry_y
2302,2302,19514,12_Stroopolder 1/40000 referentie,40000,,OS - dp 1260,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,27,0,47,"25,0","10,0", , ,scenario_19514,910,2302,2,32.0,79,OS - dp 1260,PRIM,68235,383077,,0,0,0,1,2,0.0,Point,68235,383077
2302,2302,19529,12_Stroopolder 1/400000 referentie,400000,,OS - dp 1260,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,28,0,47,"25,0","10,0", , ,scenario_19529,903,2302,2,32.0,79,OS - dp 1260,PRIM,68235,383077,,0,0,0,1,2,0.0,Point,68235,383077
2303,2303,19492,13_Oostpolder 1/4000 referentie,4000,,OS - dp 1270,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,400,21,4303,"25,0","10,0", , ,scenario_19492,1055,2303,2,32.0,79,OS - dp 1270,PRIM,67509,383637,,0,0,0,1,2,0.0,Point,67509,383637
2303,2303,19515,13_Oostpolder 1/40000 referentie,40000,,OS - dp 1270,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,450,27,4361,"25,0","10,0", , ,scenario_19515,1048,2303,2,32.0,79,OS - dp 1270,PRIM,67509,383637,,0,0,0,1,2,0.0,Point,67509,383637
2303,2303,19530,13_Oostpolder 1/400000 referentie,400000,,OS - dp 1270,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,530,54,4364,"25,0","10,0", , ,scenario_19530,1041,2303,2,32.0,79,OS - dp 1270,PRIM,67509,383637,,0,0,0,1,2,0.0,Point,67509,383637
2304,2304,19493,14_Karelpolder 1/4000 referentie,4000,,OS - dp 1285,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_19493,1206,2304,2,32.0,79,OS - dp 1285,PRIM,66197,384356,,0,0,0,1,2,0.0,Point,66197,384356
2304,2304,19516,14_Karelpolder 1/40000 referentie,40000,,OS - dp 1285,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_19516,1199,2304,2,32.0,79,OS - dp 1285,PRIM,66197,384356,,0,0,0,1,2,0.0,Point,66197,384356
2304,2304,19531,14_Karelpolder 1/400000 referentie,400000,,OS - dp 1285,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_19531,1192,2304,2,32.0,79,OS - dp 1285,PRIM,66197,384356,,0,0,0,1,2,0.0,Point,66197,384356
2305,2305,19494,15_Nieuwlandepolder 1/4000 referentie,4000,,OS - dp 1310,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,280,13,4304,"25,0","10,0", , ,scenario_19494,1374,2305,2,32.0,79,OS - dp 1310,PRIM,64563,385919,,0,0,0,1,2,0.0,Point,64563,385919
2305,2305,19517,15_Nieuwlandepolder 1/40000 referentie,40000,,OS - dp 1310,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,380,26,4318,"25,0","10,0", , ,scenario_19517,1367,2305,2,32.0,79,OS - dp 1310,PRIM,64563,385919,,0,0,0,1,2,0.0,Point,64563,385919
2305,2305,19532,15_Nieuwlandepolder 1/400000 referentie,400000,,OS - dp 1310,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,520,56,4413,"25,0","10,0", , ,scenario_19532,1360,2305,2,32.0,79,OS - dp 1310,PRIM,64563,385919,,0,0,0,1,2,0.0,Point,64563,385919
2306,2306,19495,16_St.Pieterspolder 1/4000 referentie,4000,,OS - dp 1330,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,7,0,13,"25,0","10,0", , ,scenario_19495,1519,2306,2,32.0,79,OS - dp 1330,PRIM,63352,387374,,0,0,0,1,2,0.0,Point,63352,387374
2306,2306,19518,16_St.Pieterspolder 1/40000 referentie,40000,,OS - dp 1330,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,7,0,13,"25,0","10,0", , ,scenario_19518,1512,2306,2,32.0,79,OS - dp 1330,PRIM,63352,387374,,0,0,0,1,2,0.0,Point,63352,387374
2306,2306,19533,16_St.Pieterspolder 1/400000 referentie,400000,,OS - dp 1330,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,7,0,13,"25,0","10,0", , ,scenario_19533,1505,2306,2,32.0,79,OS - dp 1330,PRIM,63352,387374,,0,0,0,1,2,0.0,Point,63352,387374
2307,2307,11474,8_Prommelsluis 1/4000 OSgetij,4000,,OS - dp 135,Dijkring 26 - Schouwen Duivenland,Oosterschelde,890,60,10912,"25,0","10,0", , ,scenario_11474,4439,2307,2,27.0,79,OS - dp 135,PRIM,49672,410700,,0,0,0,1,2,0.0,Point,49672,410700
2307,2307,11500,8_Prommelsluis 1/40.000 OSgetij,40000,,OS - dp 135,Dijkring 26 - Schouwen Duivenland,Oosterschelde,950,71,11090,"25,0","10,0", , ,scenario_11500,4432,2307,2,27.0,79,OS - dp 135,PRIM,49672,410700,,0,0,0,1,2,0.0,Point,49672,410700
2307,2307,11512,8_Prommelsluis 1/400.000 OSgetij,400000,,OS - dp 135,Dijkring 26 - Schouwen Duivenland,Oosterschelde,1000,90,11312,"25,0","10,0", , ,scenario_11512,4425,2307,2,27.0,79,OS - dp 135,PRIM,49672,410700,,0,0,0,1,2,0.0,Point,49672,410700
2308,2308,19496,17_Molenpolder 1/4000 referentie,4000,,OS - dp 1355,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,320,7,122,"25,0","10,0", , ,scenario_19496,1568,2308,2,32.0,79,OS - dp 1355,PRIM,62611,389623,,0,0,0,1,2,0.0,Point,62611,389623
2308,2308,19519,17_Molenpolder 1/40000 referentie,40000,,OS - dp 1355,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,330,9,122,"25,0","10,0", , ,scenario_19519,1561,2308,2,32.0,79,OS - dp 1355,PRIM,62611,389623,,0,0,0,1,2,0.0,Point,62611,389623
2308,2308,19534,17_Molenpolder 1/400000 referentie,400000,,OS - dp 1355,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,340,17,122,"25,0","10,0", , ,scenario_19534,1554,2308,2,32.0,79,OS - dp 1355,PRIM,62611,389623,,0,0,0,1,2,0.0,Point,62611,389623
2309,2309,19498,19_Yerseke 1/4000 referentie,4000,,OS - dp 1375,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,150,53,557,"25,0","10,0", , ,scenario_19498,1872,2309,2,32.0,79,OS - dp 1375,PRIM,62146,391233,,0,0,0,1,2,0.0,Point,62146,391233
2309,2309,19521,19_Yerseke 1/40000 referentie,40000,,OS - dp 1375,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,160,81,557,"25,0","10,0", , ,scenario_19521,1865,2309,2,32.0,79,OS - dp 1375,PRIM,62146,391233,,0,0,0,1,2,0.0,Point,62146,391233
2309,2309,19536,19_Yerseke 1/400000 referentie,400000,,OS - dp 1375,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,170,116,1608,"25,0","10,0", , ,scenario_19536,1858,2309,2,32.0,79,OS - dp 1375,PRIM,62146,391233,,0,0,0,1,2,0.0,Point,62146,391233
2310,2310,19499,20_Breedsendijk 1/4000 referentie,4000,,OS - dp 1390,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,660,198,6012,"25,0","10,0", , ,scenario_19499,2079,2310,2,32.0,79,OS - dp 1390,PRIM,60888,391838,,0,0,0,1,2,0.0,Point,60888,391838
2310,2310,19522,20_Breedsendijk 1/40000 referentie,40000,,OS - dp 1390,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,700,313,6019,"25,0","10,0", , ,scenario_19522,2072,2310,2,32.0,79,OS - dp 1390,PRIM,60888,391838,,0,0,0,1,2,0.0,Point,60888,391838
2310,2310,19524,20_Breedsendijk 1/400000 referentie,400000,,OS - dp 1390,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,740,468,6033,"25,0","10,0", , ,scenario_19524,2065,2310,2,32.0,79,OS - dp 1390,PRIM,60888,391838,,0,0,0,1,2,0.0,Point,60888,391838
2311,2311,19500,21_Kaarspolder 1/4000 referentie,4000,,OS - dp 1410,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,<1,0,0,"25,0","10,0", , ,scenario_19500,2226,2311,2,32.0,79,OS - dp 1410,PRIM,60015,392771,,0,0,0,1,2,0.0,Point,60015,392771
2311,2311,19523,21_Kaarspolder 1/40000 referentie,40000,,OS - dp 1410,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,1,0,3,"25,0","10,0", , ,scenario_19523,2219,2311,2,32.0,79,OS - dp 1410,PRIM,60015,392771,,0,0,0,1,2,0.0,Point,60015,392771
2311,2311,19537,21_Kaarspolder 1/400000 referentie,400000,,OS - dp 1410,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,8,0,120,"25,0","10,0", , ,scenario_19537,2212,2311,2,32.0,79,OS - dp 1410,PRIM,60015,392771,,0,0,0,1,2,0.0,Point,60015,392771
2312,2312,19501,22_Yerseke Moer 1/4000 referentie,4000,,OS - dp 1445,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,650,284,6012,"25,0","10,0", , ,scenario_19501,2457,2312,2,32.0,79,OS - dp 1445,PRIM,59102,389742,,0,0,0,1,2,0.0,Point,59102,389742
2312,2312,19525,22_Yerseke Moer 1/40000 referentie,40000,,OS - dp 1445,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,700,439,6017,"25,0","10,0", , ,scenario_19525,2450,2312,2,32.0,79,OS - dp 1445,PRIM,59102,389742,,0,0,0,1,2,0.0,Point,59102,389742
2312,2312,19538,22_Yerseke Moer 1/400000 referentie,400000,,OS - dp 1445,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,740,664,6027,"25,0","10,0", , ,scenario_19538,2443,2312,2,32.0,79,OS - dp 1445,PRIM,59102,389742,,0,0,0,1,2,0.0,Point,59102,389742
2313,2313,19502,23_Schorebrug 1/4000 referentie,4000,,OS - dp 1475,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,10,6,21,"25,0","10,0", , ,scenario_19502,2527,2313,2,32.0,79,OS - dp 1475,PRIM,59336,386730,,0,0,0,1,2,0.0,Point,59336,386730
2313,2313,19526,23_Schorebrug 1/40000 referentie,40000,,OS - dp 1475,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,10,7,21,"25,0","10,0", , ,scenario_19526,2520,2313,2,32.0,79,OS - dp 1475,PRIM,59336,386730,,0,0,0,1,2,0.0,Point,59336,386730
2313,2313,19539,23_Schorebrug 1/400000 referentie,400000,,OS - dp 1475,Dijkring 31 - Zuid-Beveland - oost,Oosterschelde,10,8,21,"25,0","10,0", , ,scenario_19539,2513,2313,2,32.0,79,OS - dp 1475,PRIM,59336,386730,,0,0,0,1,2,0.0,Point,59336,386730
2314,2314,12617,9_Schore 1/4000 Osgetij,4000,,OS - dp 1490,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,240,32,2124,"25,0","10,0", , ,scenario_12617,4702,2314,2,,79,OS - dp 1490,PRIM,58895,386791,,0,0,0,1,2,0.0,Point,58895,386791
2314,2314,12728,9_Schore 1/40000 Osgetij,40000,,OS - dp 1490,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,260,48,2124,"25,0","10,0", , ,scenario_12728,4695,2314,2,,79,OS - dp 1490,PRIM,58895,386791,,0,0,0,1,2,0.0,Point,58895,386791
2314,2314,12788,9_Schore 1/400000 Osgetij,400000,,OS - dp 1490,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,280,68,2124,"25,0","10,0", , ,scenario_12788,4688,2314,2,,79,OS - dp 1490,PRIM,58895,386791,,0,0,0,1,2,0.0,Point,58895,386791
2315,2315,12817,5_Polder Burgh- en Westland 1/400 OSgetij,400,,OS - dp 15,Dijkring 26 - Schouwen Duivenland,Oosterschelde,240,5,2039,"25,0","10,0", , ,scenario_12817,3902,2315,2,27.0,79,OS - dp 15,PRIM,40865,410555,,0,0,1,1,2,,Point,40865,410555
2315,2315,11471,5_Polder Burgh- en Westland 1/4000 OSgetij,4000,,OS - dp 15,Dijkring 26 - Schouwen Duivenland,Oosterschelde,260,7,2288,"25,0","10,0", , ,scenario_11471,3895,2315,2,27.0,79,OS - dp 15,PRIM,40865,410555,,0,0,1,1,2,,Point,40865,410555
2315,2315,11497,5_Polder Burgh- en Westland 1/40.000 OSgetij,40000,,OS - dp 15,Dijkring 26 - Schouwen Duivenland,Oosterschelde,300,8,2623,"25,0","10,0", , ,scenario_11497,3888,2315,2,27.0,79,OS - dp 15,PRIM,40865,410555,,0,0,1,1,2,,Point,40865,410555
2315,2315,11509,5_Polder Burgh- en Westland 1/400.000 OSgetij,400000,,OS - dp 15,Dijkring 26 - Schouwen Duivenland,Oosterschelde,330,10,3075,"25,0","10,0", , ,scenario_11509,3881,2315,2,27.0,79,OS - dp 15,PRIM,40865,410555,,0,0,1,1,2,,Point,40865,410555
2316,2316,15071,8_KapelseMoer 1/400 standaard HKV OSgetij?,400,,OS - dp 1525,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,2900,79,32862,"25,0","10,0", ,automatisch,scenario_15071,4390,2316,2,,79,OS - dp 1525,PRIM,58823,390314,,0,0,1,1,2,0.0,Point,58823,390314
2316,2316,12616,8_Kapelse Moer 1/4000 Osgetij,4000,,OS - dp 1525,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,2900,84,32242,"25,0","10,0", , ,scenario_12616,4383,2316,2,,79,OS - dp 1525,PRIM,58823,390314,,0,0,1,1,2,0.0,Point,58823,390314
2316,2316,12727,8_Kapelse Moer 1/40000 Osgetij,40000,,OS - dp 1525,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,3600,113,36262,"25,0","10,0", , ,scenario_12727,4376,2316,2,,79,OS - dp 1525,PRIM,58823,390314,,0,0,1,1,2,0.0,Point,58823,390314
2316,2316,12787,8_Kapelse Moer 1/400000 Osgetij,400000,,OS - dp 1525,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,4300,151,41572,"25,0","10,0", , ,scenario_12787,4369,2316,2,,79,OS - dp 1525,PRIM,58823,390314,,0,0,1,1,2,0.0,Point,58823,390314
2317,2317,15068,7_Wemeldinge_West 1/400 standaard,400,,OS - dp 1555,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,3,0,5,"25,0","10,0", ,automatisch,scenario_15068,4299,2317,2,,79,OS - dp 1555,PRIM,59563,392641,,0,0,1,1,2,,Point,59563,392641
2317,2317,15045,7_Wemeldinge_West 1/4000 standaard,4000,,OS - dp 1555,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,4,0,5,"25,0","10,0", ,automatisch,scenario_15045,4292,2317,2,,79,OS - dp 1555,PRIM,59563,392641,,0,0,1,1,2,,Point,59563,392641
2317,2317,15069,7_Wemeldinge_West 1/40000 standaard,40000,,OS - dp 1555,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,21,0,18,"25,0","10,0", ,automatisch,scenario_15069,4285,2317,2,,79,OS - dp 1555,PRIM,59563,392641,,0,0,1,1,2,,Point,59563,392641
2317,2317,15070,7_Wemeldinge_West 1/400000 standaard,400000,,OS - dp 1555,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,93,0,104,"25,0","10,0", ,automatisch,scenario_15070,4278,2317,2,,79,OS - dp 1555,PRIM,59563,392641,,0,0,1,1,2,,Point,59563,392641
2318,2318,12615,6_Wemeldinge 1/4000 Osgetij,4000,,OS - dp 1580,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,120,6,2524,"25,0","10,0", , ,scenario_12615,4119,2318,2,,79,OS - dp 1580,PRIM,58928,393310,,0,0,0,1,2,0.0,Point,58928,393310
2318,2318,12726,6_Wemeldinge 1/40000 Osgetij,40000,,OS - dp 1580,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,130,7,2564,"25,0","10,0", , ,scenario_12726,4105,2318,2,,79,OS - dp 1580,PRIM,58928,393310,,0,0,0,1,2,0.0,Point,58928,393310
2318,2318,12786,6_Wemeldinge 1/400000 Osgetij,400000,,OS - dp 1580,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,160,7,2655,"25,0","10,0", , ,scenario_12786,4098,2318,2,,79,OS - dp 1580,PRIM,58928,393310,,0,0,0,1,2,0.0,Point,58928,393310
2319,2319,15065,5_Kattendijke 1/400 standaard,400,,OS - dp 1625,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,970,21,16054,"25,0","10,0", ,automatisch,scenario_15065,3818,2319,2,,79,OS - dp 1625,PRIM,54884,394003,,0,0,1,1,2,0.0,Point,54884,394003
2319,2319,15044,5_Kattendijke 1/4000 standaard,4000,,OS - dp 1625,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,1200,28,18592,"25,0","10,0", ,automatisch,scenario_15044,3811,2319,2,,79,OS - dp 1625,PRIM,54884,394003,,0,0,1,1,2,0.0,Point,54884,394003
2319,2319,15066,5_Kattendijke 1/40000 standaard,40000,,OS - dp 1625,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,1600,40,22224,"25,0","10,0", ,automatisch,scenario_15066,3804,2319,2,,79,OS - dp 1625,PRIM,54884,394003,,0,0,1,1,2,0.0,Point,54884,394003
2319,2319,15067,5_Kattendijke 1/400000 standaard,400000,,OS - dp 1625,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,1900,49,25872,"25,0","10,0", ,automatisch,scenario_15067,3797,2319,2,,79,OS - dp 1625,PRIM,54884,394003,,0,0,1,1,2,0.0,Point,54884,394003
2320,2320,12614,4_Wilhelminapolder oost 1/4000 Osgetij,4000,,OS - dp 1645,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,45,1,895,"25,0","10,0", , ,scenario_12614,3790,2320,2,,79,OS - dp 1645,PRIM,53881,395032,,0,0,0,1,2,0.0,Point,53881,395032
2320,2320,12725,4_Wilhelminapolder oost 1/40000 Osgetij,40000,,OS - dp 1645,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,110,3,1865,"25,0","10,0", , ,scenario_12725,3783,2320,2,,79,OS - dp 1645,PRIM,53881,395032,,0,0,0,1,2,0.0,Point,53881,395032
2320,2320,12785,4_Wilhelminapolder oost 1/400000 Osgetij,400000,,OS - dp 1645,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,170,5,2226,"25,0","10,0", , ,scenario_12785,3776,2320,2,,79,OS - dp 1645,PRIM,53881,395032,,0,0,0,1,2,0.0,Point,53881,395032
2321,2321,11475,9_Borrendamme 1/4000 OSgetij,4000,,OS - dp 165,Dijkring 26 - Schouwen Duivenland,Oosterschelde,780,47,10493,"25,0","10,0", , ,scenario_11475,4589,2321,2,27.0,79,OS - dp 165,PRIM,51146,408263,,0,0,0,1,2,0.0,Point,51146,408263
2321,2321,11501,9_Borrendamme 1/40.000 OSgetij,40000,,OS - dp 165,Dijkring 26 - Schouwen Duivenland,Oosterschelde,810,50,10675,"25,0","10,0", , ,scenario_11501,4582,2321,2,27.0,79,OS - dp 165,PRIM,51146,408263,,0,0,0,1,2,0.0,Point,51146,408263
2321,2321,11513,9_Borrendamme 1/400.000 OSgetij,400000,,OS - dp 165,Dijkring 26 - Schouwen Duivenland,Oosterschelde,850,55,10826,"25,0","10,0", , ,scenario_11513,4575,2321,2,27.0,79,OS - dp 165,PRIM,51146,408263,,0,0,0,1,2,0.0,Point,51146,408263
2322,2322,12613,3_Het Sas 1/4000 Osgetij,4000,,OS - dp 1650,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,68,1,1358,"25,0","10,0", , ,scenario_12613,3449,2322,2,,79,OS - dp 1650,PRIM,53871,395553,,0,0,0,1,2,0.0,Point,53871,395553
2322,2322,12724,3_Het Sas 1/40000 Osgetij,40000,,OS - dp 1650,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,85,2,1638,"25,0","10,0", , ,scenario_12724,3442,2322,2,,79,OS - dp 1650,PRIM,53871,395553,,0,0,0,1,2,0.0,Point,53871,395553
2322,2322,12784,3_Het Sas 1/400000 Osgetij,400000,,OS - dp 1650,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,100,3,1866,"25,0","10,0", , ,scenario_12784,3435,2322,2,,79,OS - dp 1650,PRIM,53871,395553,,0,0,0,1,2,0.0,Point,53871,395553
2323,2323,12612,2_Oost-Bevelandpolder 1/4000 Osgetij,4000,,OS - dp 1660,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_12612,3039,2323,2,,79,OS - dp 1660,PRIM,53083,396023,,0,0,0,1,2,0.0,Point,53083,396023
2323,2323,12723,2_Oost-Bevelandpolder 1/40000 Osgetij,40000,,OS - dp 1660,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_12723,3032,2323,2,,79,OS - dp 1660,PRIM,53083,396023,,0,0,0,1,2,0.0,Point,53083,396023
2323,2323,12783,2_Oost-Bevelandpolder 1/400000 Osgetij,400000,,OS - dp 1660,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,2,0,0,"25,0","10,0", , ,scenario_12783,3025,2323,2,,79,OS - dp 1660,PRIM,53083,396023,,0,0,0,1,2,0.0,Point,53083,396023
2324,2324,12611,1_Wilhelminapolder noord 1/4000 Osgetij,4000,,OS - dp 1685,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,120,4,1386,"25,0","10,0", , ,scenario_12611,2030,2324,2,,79,OS - dp 1685,PRIM,51338,395731,,0,0,0,1,2,0.0,Point,51338,395731
2324,2324,12722,1_Wilhelminapolder noord 1/40000 Osgetij,40000,,OS - dp 1685,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,160,7,2140,"25,0","10,0", , ,scenario_12722,2023,2324,2,,79,OS - dp 1685,PRIM,51338,395731,,0,0,0,1,2,0.0,Point,51338,395731
2324,2324,12782,1_Wilhelminapolder noord 1/400000 Osgetij,400000,,OS - dp 1685,Dijkring 30 - Zuid-Beveland - west,Oosterschelde,250,13,2365,"25,0","10,0", , ,scenario_12782,2016,2324,2,,79,OS - dp 1685,PRIM,51338,395731,,0,0,0,1,2,0.0,Point,51338,395731
2325,2325,12610,13_Katspolder 1/4000 Osgetij,4000,,OS - dp 1720,Dijkring 28 - Noord-Beveland,Oosterschelde,13,0,141,"25,0","10,0", , ,scenario_12610,1034,2325,2,29.0,79,OS - dp 1720,PRIM,49851,397046,,0,0,0,1,2,0.0,Point,49851,397046
2325,2325,12721,13_Katspolder 1/40000 Osgetij,40000,,OS - dp 1720,Dijkring 28 - Noord-Beveland,Oosterschelde,16,0,180,"25,0","10,0", , ,scenario_12721,1027,2325,2,29.0,79,OS - dp 1720,PRIM,49851,397046,,0,0,0,1,2,0.0,Point,49851,397046
2325,2325,12781,13_Katspolder 1/400000 Osgetij,400000,,OS - dp 1720,Dijkring 28 - Noord-Beveland,Oosterschelde,44,0,309,"25,0","10,0", , ,scenario_12781,1020,2325,2,29.0,79,OS - dp 1720,PRIM,49851,397046,,0,0,0,1,2,0.0,Point,49851,397046
2326,2326,12609,12_Leendert-Abrahampolder 1/4000 Osgetij,4000,,OS - dp 1725,Dijkring 28 - Noord-Beveland,Oosterschelde,11,0,139,"25,0","10,0", , ,scenario_12609,861,2326,2,29.0,79,OS - dp 1725,PRIM,50218,397420,,0,0,0,1,2,0.0,Point,50218,397420
2326,2326,12720,12_Leendert-Abrahampolder 1/40000 Osgetij,40000,,OS - dp 1725,Dijkring 28 - Noord-Beveland,Oosterschelde,13,0,141,"25,0","10,0", , ,scenario_12720,854,2326,2,29.0,79,OS - dp 1725,PRIM,50218,397420,,0,0,0,1,2,0.0,Point,50218,397420
2326,2326,12780,12_Leendert-Abrahampolder 1/400000 Osgetij,400000,,OS - dp 1725,Dijkring 28 - Noord-Beveland,Oosterschelde,20,0,271,"25,0","10,0", , ,scenario_12780,846,2326,2,29.0,79,OS - dp 1725,PRIM,50218,397420,,0,0,0,1,2,0.0,Point,50218,397420
2327,2327,12608,11_ Kats 1/4000 Osgetij,4000,,OS - dp 1750,Dijkring 28 - Noord-Beveland,Oosterschelde,7,0,144,"25,0","10,0", , ,scenario_12608,627,2327,2,29.0,79,OS - dp 1750,PRIM,51423,398700,,0,0,0,1,2,0.0,Point,51423,398700
2327,2327,12719,11_ Kats 1/40000 Osgetij,40000,,OS - dp 1750,Dijkring 28 - Noord-Beveland,Oosterschelde,8,0,154,"25,0","10,0", , ,scenario_12719,620,2327,2,29.0,79,OS - dp 1750,PRIM,51423,398700,,0,0,0,1,2,0.0,Point,51423,398700
2327,2327,12779,11_ Kats 1/400000 Osgetij,400000,,OS - dp 1750,Dijkring 28 - Noord-Beveland,Oosterschelde,13,0,156,"25,0","10,0", , ,scenario_12779,613,2327,2,29.0,79,OS - dp 1750,PRIM,51423,398700,,0,0,0,1,2,0.0,Point,51423,398700
2328,2328,12607,10_Zeelandbrug 1/4000 Osgetij,4000,,OS - dp 1795,Dijkring 28 - Noord-Beveland,Oosterschelde,180,3,1890,"25,0","10,0", , ,scenario_12607,531,2328,2,29.0,79,OS - dp 1795,PRIM,49812,401771,,0,0,0,1,2,0.0,Point,49812,401771
2328,2328,12718,10_Zeelandbrug 1/40000 Osgetij,40000,,OS - dp 1795,Dijkring 28 - Noord-Beveland,Oosterschelde,210,4,1946,"25,0","10,0", , ,scenario_12718,524,2328,2,29.0,79,OS - dp 1795,PRIM,49812,401771,,0,0,0,1,2,0.0,Point,49812,401771
2328,2328,12778,10_Zeelandbrug 1/400000 Osgetij,400000,,OS - dp 1795,Dijkring 28 - Noord-Beveland,Oosterschelde,230,5,1960,"25,0","10,0", , ,scenario_12778,517,2328,2,29.0,79,OS - dp 1795,PRIM,49812,401771,,0,0,0,1,2,0.0,Point,49812,401771
2329,2329,11476,10_Schouwse inlagen en Karrevelden 1/4000 OSgetij,4000,,OS - dp 180,Dijkring 26 - Schouwen Duivenland,Oosterschelde,1,0,0,"25,0","10,0", , ,scenario_11476,482,2329,2,27.0,79,OS - dp 180,PRIM,51432,406840,,0,0,0,1,2,0.0,Point,51432,406840
2329,2329,11502,10_Schouwse inlagen en Karrevelden 1/40.000 OSgetij,40000,,OS - dp 180,Dijkring 26 - Schouwen Duivenland,Oosterschelde,1,0,0,"25,0","10,0", , ,scenario_11502,475,2329,2,27.0,79,OS - dp 180,PRIM,51432,406840,,0,0,0,1,2,0.0,Point,51432,406840
2329,2329,11514,10_Schouwse inlagen en Karrevelden 1/400.000 OSgetij,400000,,OS - dp 180,Dijkring 26 - Schouwen Duivenland,Oosterschelde,1,0,0,"25,0","10,0", , ,scenario_11514,468,2329,2,27.0,79,OS - dp 180,PRIM,51432,406840,,0,0,0,1,2,0.0,Point,51432,406840
2330,2330,12606,9_Colijnsplaat 1/4000 Osgetij,4000,,OS - dp 1810,Dijkring 28 - Noord-Beveland,Oosterschelde,130,2,1827,"25,0","10,0", , ,scenario_12606,4610,2330,2,29.0,79,OS - dp 1810,PRIM,48666,402503,,0,0,0,1,2,0.0,Point,48666,402503
2330,2330,12717,9_Colijnsplaat 1/40000 Osgetij,40000,,OS - dp 1810,Dijkring 28 - Noord-Beveland,Oosterschelde,150,3,1892,"25,0","10,0", , ,scenario_12717,4603,2330,2,29.0,79,OS - dp 1810,PRIM,48666,402503,,0,0,0,1,2,0.0,Point,48666,402503
