breach_id,breach_location_id,scenario_id,scenario_name,return_period,discharge_m3s,breach_name,dijkring,river,damage_MEUR,victims,affected,model_resolution,initial_breach_width,max_breach_width,breach_growth_method,scenario_layer,map_id,id,breachtypes_id,dijkringareas_id,openwaters_id,name,code,x,y,notify,lt30,f30t300,f300t3000,f3000t30k,gt30k,dreigende_overstroming,geometry_type,geometry_x,geometry_y
1218,1218,4955,Hurwenen - Plus decimeringshoogte,12500,,Hurwenen,Dijkring 38 - Bommelerwaard,Waal,13000,679,49923,"100,0","-9999,0","210,0",vast,scenario_4955,12485,1218,2,41.0,107,Hurwenen,PRIM,148415,423805,Deze overstroming kan tot nieuwe dijkdoorbraken leiden op andere benedenstroomse locaties in dijkring 24 en 36 vanwege extra instroom in de (Afgedamde) Maas.,0,1,1,1,0,0.0,Point,148415,423805
1229,1229,20973,RD02_Haffenmehr_tp,1250,,HW93_Haffen-Mehr,Dijkring 48 - Rijn en IJssel,Boven Rijn,24000,1151,211557,"100,0","-999,0", , ,scenario_20973,23671,1229,2,51.0,18,HW93_Haffen-Mehr,PRIM,228007,414091,,0,0,1,1,0,0.0,Point,228007,414091
1229,1229,20970,RD02_Haffenmehr_tpp1d,12500,,HW93_Haffen-Mehr,Dijkring 48 - Rijn en IJssel,Boven Rijn,31000,1763,233680,"100,0","-999,0", , ,scenario_20970,23678,1229,2,51.0,18,HW93_Haffen-Mehr,PRIM,228007,414091,,0,0,1,1,0,0.0,Point,228007,414091
1230,1230,18309,IJmuiden referentie TP,10000,,IJmuiden,Dijkring 44 - Kromme Rijn,Noordzee,10000,208,105146,"100,0","50,0", , ,scenario_18309,13351,1230,2,47.0,76,IJmuiden,PRIM,98730,497900,"Deze overstroming kan - bij bresvorming Ijmuiden - tot nieuwe dijkdoorbraken leiden bij Halfweg, Amsterdam Zuid, Amsterdam Noord of Zaandam (dijkring 13 en 14).",0,0,0,2,1,0.0,Point,98730,497900
1230,1230,18310,IJmuiden referentie TP+1D,100000,,IJmuiden,Dijkring 44 - Kromme Rijn,Noordzee,19000,562,240087,"100,0","50,0", , ,scenario_18310,13359,1230,2,47.0,76,IJmuiden,PRIM,98730,497900,"Deze overstroming kan - bij bresvorming Ijmuiden - tot nieuwe dijkdoorbraken leiden bij Halfweg, Amsterdam Zuid, Amsterdam Noord of Zaandam (dijkring 13 en 14).",0,0,0,2,1,0.0,Point,98730,497900
1245,1245,4204,Toetspeil min decimeringshoogte,400,,IJSDIJK_1.5,Dijkring 05 - Texel,Waddenzee,470,11,4926,"50,0","10,0", , ,scenario_4204,25929,1245,2,,108,IJSDIJK_1.5,PRIM,120123,562910,,0,0,1,1,2,0.0,Point,120123,562910
1245,1245,4198,Toetspeil (wv21),4000,,IJSDIJK_1.5,Dijkring 05 - Texel,Waddenzee,510,13,5110,"50,0","10,0", , ,scenario_4198,26452,1245,2,,108,IJSDIJK_1.5,PRIM,120123,562910,,0,0,1,1,2,0.0,Point,120123,562910
1245,1245,4243,Toetspeil plus decimeringshoogte (wv21),40000,,IJSDIJK_1.5,Dijkring 05 - Texel,Waddenzee,540,14,5361,"50,0","10,0", , ,scenario_4243,26245,1245,2,,108,IJSDIJK_1.5,PRIM,120123,562910,,0,0,1,1,2,0.0,Point,120123,562910
1245,1245,4234,Toetspeil plus 2 maal decimeringshoogte,400000,,IJSDIJK_1.5,Dijkring 05 - Texel,Waddenzee,920,27,7460,"50,0","10,0", , ,scenario_4234,26127,1245,2,,108,IJSDIJK_1.5,PRIM,120123,562910,,0,0,1,1,2,0.0,Point,120123,562910
1246,1246,13460,IJsselmuiden 1/200 jaar,200,,IJsselmuiden,Dijkring 10 - Mastenbroek,IJssel,2100,76,39930,"50,0","20,0","200,0",vast,scenario_13460,13384,1246,2,,49,IJsselmuiden,PRIM,191099,508501,,0,1,1,1,0,0.0,Point,191099,508501
1246,1246,13461,IJsselmuiden 1/2000 jaar,2000,,IJsselmuiden,Dijkring 10 - Mastenbroek,IJssel,4500,234,45797,"50,0","20,0","200,0",vast,scenario_13461,13377,1246,2,,49,IJsselmuiden,PRIM,191099,508501,,0,1,1,1,0,0.0,Point,191099,508501
1246,1246,13462,IJsselmuiden 1/20000 jaar,20000,,IJsselmuiden,Dijkring 10 - Mastenbroek,IJssel,4900,283,46248,"50,0","20,0","200,0",vast,scenario_13462,13370,1246,2,,49,IJsselmuiden,PRIM,191099,508501,,0,1,1,1,0,0.0,Point,191099,508501
1247,1247,19056,tp-1d IJzerdoorn,125,,IJzendoornARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Waal,18000,661,151618,"100,0","-999,0", ,vast,scenario_19056,26593,1247,2,46.0,107,IJzendoornARK,PRIM,165241,435268,,0,1,1,1,0,0.0,Point,165241,435268
1247,1247,19057,tp IJzerdoorn,1250,,IJzendoornARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Waal,21000,773,161433,"100,0","-999,0", ,vast,scenario_19057,4168,1247,2,46.0,107,IJzendoornARK,PRIM,165241,435268,,0,1,1,1,0,0.0,Point,165241,435268
1247,1247,19058,tp+1d IJzerdoorn,12500,,IJzendoornARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Waal,22000,890,170060,"100,0","-999,0", ,vast,scenario_19058,26598,1247,2,46.0,107,IJzendoornARK,PRIM,165241,435268,,0,1,1,1,0,0.0,Point,165241,435268
1250,1250,4208,Toetspeil min decimeringshoogte,400,,INLAAGDIJK VAN 1938_0,Dijkring 05 - Texel,Waddenzee,210,2,929,"50,0","10,0", , ,scenario_4208,25954,1250,2,,108,INLAAGDIJK VAN 1938_0,PRIM,120607,576291,,0,0,1,1,2,0.0,Point,120607,576291
1250,1250,4197,Toetspeil (wv21),4000,,INLAAGDIJK VAN 1938_0,Dijkring 05 - Texel,Waddenzee,240,2,990,"50,0","10,0", , ,scenario_4197,13588,1250,2,,108,INLAAGDIJK VAN 1938_0,PRIM,120607,576291,,0,0,1,1,2,0.0,Point,120607,576291
1250,1250,4245,Toetspeil plus decimeringshoogte (wv21),40000,,INLAAGDIJK VAN 1938_0,Dijkring 05 - Texel,Waddenzee,250,2,1010,"50,0","10,0", , ,scenario_4245,26300,1250,2,,108,INLAAGDIJK VAN 1938_0,PRIM,120607,576291,,0,0,1,1,2,0.0,Point,120607,576291
1250,1250,4232,Toetspeil plus 2 maal decimeringshoogte,400000,,INLAAGDIJK VAN 1938_0,Dijkring 05 - Texel,Waddenzee,270,2,1036,"50,0","10,0", , ,scenario_4232,24796,1250,2,,108,INLAAGDIJK VAN 1938_0,PRIM,120607,576291,,0,0,1,1,2,0.0,Point,120607,576291
1251,1251,18037,Toetspeil,1250,,Ipenslotersluis,Dijkring 44 - Kromme Rijn,IJ-meer,<1,0,0,"100,0","10,0", ,automatisch,scenario_18037,25849,1251,2,47.0,48,Ipenslotersluis,PRIM,126662,485857,,0,0,1,1,0,0.0,Point,126662,485857
1251,1251,18038,Toetspeil+1,12500,,Ipenslotersluis,Dijkring 44 - Kromme Rijn,IJ-meer,<1,0,0,"100,0","10,0", ,automatisch,scenario_18038,25905,1251,2,47.0,48,Ipenslotersluis,PRIM,126662,485857,,0,0,1,1,0,0.0,Point,126662,485857
1269,1269,18017,01_Jachthaven_TPm1d,200,,Jachthaven,Dijkring 01 - Schiermonnikoog,Waddenzee,48,0,264,"25,0","10,0", ,automatisch,scenario_18017,105,1269,2,,108,Jachthaven,PRIM,206791,609827,,0,1,1,1,1,0.0,Point,206791,609827
1269,1269,18016,01_Jachthaven_TP,2000,,Jachthaven,Dijkring 01 - Schiermonnikoog,Waddenzee,80,1,549,"25,0","10,0", ,automatisch,scenario_18016,98,1269,2,,108,Jachthaven,PRIM,206791,609827,,0,1,1,1,1,0.0,Point,206791,609827
1269,1269,18018,01_Jachthaven_TPp1d,20000,,Jachthaven,Dijkring 01 - Schiermonnikoog,Waddenzee,110,2,754,"25,0","10,0", ,automatisch,scenario_18018,112,1269,2,,108,Jachthaven,PRIM,206791,609827,,0,1,1,1,1,0.0,Point,206791,609827
1269,1269,18019,01_Jachthaven_TPp2d,200000,,Jachthaven,Dijkring 01 - Schiermonnikoog,Waddenzee,130,3,871,"25,0","10,0", ,automatisch,scenario_18019,119,1269,2,,108,Jachthaven,PRIM,206791,609827,,0,1,1,1,1,0.0,Point,206791,609827
1283,1283,21092,Kampen_Noord,2000,,Kampen Noord,Dijkring 11 - IJsseldelta,IJssel,1200,24,19456,"50,0","-999,0", ,,scenario_21092,13441,1283,2,11.0,49,Kampen Noord,PRIM,189140,509310,,0,0,1,0,1,0.0,Point,189140,509310
1283,1283,21091,Kampen_Noord,40000,,Kampen Noord,Dijkring 11 - IJsseldelta,IJssel,1800,60,25354,"50,0","-999,0", ,,scenario_21091,1673,1283,2,11.0,49,Kampen Noord,PRIM,189140,509310,,0,0,1,0,1,0.0,Point,189140,509310
1284,1284,21090,Kampen_Zuid,10000,,Kampen_Zuid,Dijkring 11 - IJsseldelta,IJssel,3200,203,35067,"50,0","-999,0", ,,scenario_21090,13446,1284,2,11.0,49,Kampen_Zuid,PRIM,191600,506700,,0,0,1,1,0,0.0,Point,191600,506700
1284,1284,21089,Kampen_Zuid,2000,,Kampen_Zuid,Dijkring 11 - IJsseldelta,IJssel,2800,164,29986,"50,0","-999,0", ,,scenario_21089,13398,1284,2,11.0,49,Kampen_Zuid,PRIM,191600,506700,,0,0,1,1,0,0.0,Point,191600,506700
1519,1519,5219,Kandiagemaal - Min decimeringshoogte,125,,Kandiagemaal,Dijkring 48 - Rijn en IJssel,Pannerdensch kanaal,210,3,1548,"100,0","-9999,0","210,0",vast,scenario_5219,13512,1519,2,51.0,83,Kandiagemaal,PRIM,196990,436320,,0,1,1,1,0,0.0,Point,196990,436320
1519,1519,5217,Kandiagemaal - Viking2 golf,1250,,Kandiagemaal,Dijkring 48 - Rijn en IJssel,Pannerdensch kanaal,380,5,3045,"100,0","-9999,0","210,0",vast,scenario_5217,13522,1519,2,51.0,83,Kandiagemaal,PRIM,196990,436320,,0,1,1,1,0,0.0,Point,196990,436320
1519,1519,5218,Kandiagemaal - Plus decimeringshoogte,12500,,Kandiagemaal,Dijkring 48 - Rijn en IJssel,Pannerdensch kanaal,1100,37,7393,"100,0","-9999,0","210,0",vast,scenario_5218,13517,1519,2,51.0,83,Kandiagemaal,PRIM,196990,436320,,0,1,1,1,0,0.0,Point,196990,436320
1522,1522,20673,Amerongen_125_zand_rep,125,,Kasteel Amerongen,Dijkring 44 - Kromme Rijn,Nederrijn,22000,809,450783,"100,0","-9999,0", ,automatisch,scenario_20673,4920,1522,2,47.0,68,Kasteel Amerongen,PRIM,156790,443600,,0,1,2,0,0,0.0,Point,156790,443600
1522,1522,20672,Amerongen_1250_zand_rep,1250,,Kasteel Amerongen,Dijkring 44 - Kromme Rijn,Nederrijn,36000,1480,672490,"100,0","-9999,0", ,automatisch,scenario_20672,4913,1522,2,47.0,68,Kasteel Amerongen,PRIM,156790,443600,,0,1,2,0,0,0.0,Point,156790,443600
1522,1522,20674,Amerongen_2000_zand_rep,2000,,Kasteel Amerongen,Dijkring 44 - Kromme Rijn,Nederrijn,38000,1609,720272,"100,0","-9999,0", ,automatisch,scenario_20674,4934,1522,2,47.0,68,Kasteel Amerongen,PRIM,156790,443600,,0,1,2,0,0,0.0,Point,156790,443600
1523,1523,4932,Katwijk_tp-1d,125,,Katwijk,Dijkring 36 - Land van Heusden/de Maaskant,Maas,670,27,12814,"100,0","12,0","100,0", ,scenario_4932,13534,1523,2,38.0,62,Katwijk,PRIM,188550,418000,,0,1,1,1,0,0.0,Point,188550,418000
1523,1523,4929,Katwijk_mhw bres100m,1250,,Katwijk,Dijkring 36 - Land van Heusden/de Maaskant,Maas,3400,121,70983,"100,0","12,0","100,0", ,scenario_4929,13527,1523,2,38.0,62,Katwijk,PRIM,188550,418000,,0,1,1,1,0,0.0,Point,188550,418000
1523,1523,4931,Katwijk_tp+1d,12500,,Katwijk,Dijkring 36 - Land van Heusden/de Maaskant,Maas,8000,376,109625,"100,0","35,0","300,0", ,scenario_4931,13541,1523,2,38.0,62,Katwijk,PRIM,188550,418000,,0,1,1,1,0,0.0,Point,188550,418000
1524,1524,18734,Katwijk_VNK2_TP-1D_Uc01,1000,,KatwijkaanZee,Dijkring 14 - Zuid-Holland,Noordzee,8700,287,186834,"100,0","50,0","81,0",automatisch,scenario_18734,13555,1524,2,15.0,76,KatwijkaanZee,PRIM,87799,469455,,0,0,1,1,2,0.0,Point,87799,469455
1524,1524,565,Katwijk_VNK2_TP_Uc01,10000,,KatwijkaanZee,Dijkring 14 - Zuid-Holland,Noordzee,12000,494,245927,"100,0","50,0","91,0",automatisch,scenario_565,13576,1524,2,15.0,76,KatwijkaanZee,PRIM,87799,469455,,0,0,1,1,2,0.0,Point,87799,469455
1524,1524,577,Katwijk_VNK2_TP+1D_Uc01,100000,,KatwijkaanZee,Dijkring 14 - Zuid-Holland,Noordzee,15000,847,302073,"100,0","50,0","99,0",automatisch,scenario_577,13562,1524,2,15.0,76,KatwijkaanZee,PRIM,87799,469455,,0,0,1,1,2,0.0,Point,87799,469455
1524,1524,578,Katwijk_VNK2_TP+2D_Uc01,1000000,,KatwijkaanZee,Dijkring 14 - Zuid-Holland,Noordzee,20000,1564,380827,"100,0","50,0","110,0",automatisch,scenario_578,13569,1524,2,15.0,76,KatwijkaanZee,PRIM,87799,469455,,0,0,1,1,2,0.0,Point,87799,469455
1525,1525,14224,[MP] Toetspeil min decimeringshoogte,1000,,KATWOUDERZEEDIJK_1,Dijkring 13 - Noord-Holland,Markermeer,820,43,20933,"50,0","10,0", , ,scenario_14224,22540,1525,2,13.0,64,KATWOUDERZEEDIJK_1,PRIM,132701,499273,,0,0,1,1,2,0.0,Point,132701,499273
1525,1525,14236,[MP] Toetspeil,10000,,KATWOUDERZEEDIJK_1,Dijkring 13 - Noord-Holland,Markermeer,950,49,23266,"50,0","10,0", , ,scenario_14236,22505,1525,2,13.0,64,KATWOUDERZEEDIJK_1,PRIM,132701,499273,,0,0,1,1,2,0.0,Point,132701,499273
1525,1525,14237,[MP] Toetspeil plus decimeringshoogte,100000,,KATWOUDERZEEDIJK_1,Dijkring 13 - Noord-Holland,Markermeer,1500,72,40221,"50,0","10,0", , ,scenario_14237,22687,1525,2,13.0,64,KATWOUDERZEEDIJK_1,PRIM,132701,499273,,0,0,1,1,2,0.0,Point,132701,499273
1525,1525,14219,[MP] Toetspeil plus tweemaal decimeringshoogte,1000000,,KATWOUDERZEEDIJK_1,Dijkring 13 - Noord-Holland,Markermeer,2000,95,52599,"50,0","10,0", , ,scenario_14219,22722,1525,2,13.0,64,KATWOUDERZEEDIJK_1,PRIM,132701,499273,,0,0,1,1,2,0.0,Point,132701,499273
1526,1526,4938,Keent_tp-1d,125,,Keent,Dijkring 36 - Land van Heusden/de Maaskant,Maas,6300,286,83046,"100,0","12,0","100,0", ,scenario_4938,13548,1526,2,38.0,62,Keent,PRIM,175850,418950,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,175850,418950
1526,1526,4935,Keent_mhw bres100m,1250,,Keent,Dijkring 36 - Land van Heusden/de Maaskant,Maas,16000,819,202280,"100,0","12,0","100,0", ,scenario_4935,13598,1526,2,38.0,62,Keent,PRIM,175850,418950,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,175850,418950
1526,1526,4937,Keent_tp+1d,12500,,Keent,Dijkring 36 - Land van Heusden/de Maaskant,Maas,28000,1510,291248,"100,0","35,0","300,0", ,scenario_4937,13605,1526,2,38.0,62,Keent,PRIM,175850,418950,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,175850,418950
1528,1528,19399,Keizersveer tp,2000,,Keizersveer,Dijkring 35 - Donge,Bergsche Maas,1700,73,30575,"100,0","-999,0", ,vast,scenario_19399,13612,1528,2,37.0,12,Keizersveer,PRIM,121418,414009,,0,0,1,1,0,0.0,Point,121418,414009
1528,1528,19400,Keizersveer tpp1d,20000,,Keizersveer,Dijkring 35 - Donge,Bergsche Maas,4500,136,63172,"100,0","-999,0", ,vast,scenario_19400,13617,1528,2,37.0,12,Keizersveer,PRIM,121418,414009,,0,0,1,1,0,0.0,Point,121418,414009
1529,1529,4982,Kekerdom - Min decimeringshoogte,125,,Kekerdom,Dijkring 42 - Ooij en Millingen,Waal,1700,130,13183,"100,0","-9999,0","210,0",vast,scenario_4982,13622,1529,2,45.0,107,Kekerdom,PRIM,196950,430150,,0,1,1,1,0,0.0,Point,196950,430150
1529,1529,4979,Kekerdom - Standaard maatgolf,1250,,Kekerdom,Dijkring 42 - Ooij en Millingen,Waal,2000,181,13294,"100,0","-9999,0","210,0",vast,scenario_4979,13636,1529,2,45.0,107,Kekerdom,PRIM,196950,430150,,0,1,1,1,0,0.0,Point,196950,430150
1529,1529,4981,Kekerdom - Plus decimeringshoogte,12500,,Kekerdom,Dijkring 42 - Ooij en Millingen,Waal,2300,214,13356,"100,0","-9999,0","210,0",vast,scenario_4981,13629,1529,2,45.0,107,Kekerdom,PRIM,196950,430150,,0,1,1,1,0,0.0,Point,196950,430150
1546,1546,19041,tp-1d Kesteren,125,,KesterenARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Nederrijn,12000,402,105166,"100,0","-999,0", ,vast,scenario_19041,26603,1546,2,46.0,68,KesterenARK,PRIM,166994,440335,,0,1,1,1,0,0.0,Point,166994,440335
1546,1546,21055,tp Kesteren,1250,,KesterenARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Nederrijn,17000,610,141010,"100,0","-999,0", , ,scenario_21055,26758,1546,2,46.0,68,KesterenARK,PRIM,166994,440335,,0,1,1,1,0,0.0,Point,166994,440335
1546,1546,19042,tp+1d Kesteren,12500,,KesterenARK,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Nederrijn,19000,688,147850,"100,0","-999,0", ,vast,scenario_19042,26608,1546,2,46.0,68,KesterenARK,PRIM,166994,440335,,0,1,1,1,0,0.0,Point,166994,440335
1547,1547,571,Kijkduin_VNK2_TP_Uc01,10000,,Kijkduin,Dijkring 14 - Zuid-Holland,Noordzee,5200,303,153892,"100,0","10,0","63,0",automatisch,scenario_571,13667,1547,2,15.0,76,Kijkduin,PRIM,74950,453300,,0,0,0,1,2,0.0,Point,74950,453300
1547,1547,611,Kijkduin_VNK2_TP+1D_Uc01,100000,,Kijkduin,Dijkring 14 - Zuid-Holland,Noordzee,8800,560,236735,"100,0","50,0","72,0",automatisch,scenario_611,13648,1547,2,15.0,76,Kijkduin,PRIM,74950,453300,,0,0,0,1,2,0.0,Point,74950,453300
1547,1547,621,Kijkduin_VNK2_TP+2D_Uc01,1000000,,Kijkduin,Dijkring 14 - Zuid-Holland,Noordzee,14000,1015,356503,"100,0","50,0","85,0",automatisch,scenario_621,13660,1547,2,15.0,76,Kijkduin,PRIM,74950,453300,,0,0,0,1,2,0.0,Point,74950,453300
1548,1548,18027,03_Kinnum_TPm1d,200,,Kinnum,Dijkring 03 - Terschelling,Waddenzee,170,3,1253,"25,0","10,0", ,automatisch,scenario_18027,250,1548,2,,108,Kinnum,PRIM,147434,598406,,0,1,1,1,1,0.0,Point,147434,598406
1548,1548,18026,03_Kinnum_TP,2000,,Kinnum,Dijkring 03 - Terschelling,Waddenzee,240,5,1737,"25,0","10,0", ,automatisch,scenario_18026,243,1548,2,,108,Kinnum,PRIM,147434,598406,,0,1,1,1,1,0.0,Point,147434,598406
1548,1548,18028,03_Kinnum_TPp1d,20000,,Kinnum,Dijkring 03 - Terschelling,Waddenzee,350,13,2329,"25,0","10,0", ,automatisch,scenario_18028,257,1548,2,,108,Kinnum,PRIM,147434,598406,,0,1,1,1,1,0.0,Point,147434,598406
1548,1548,18029,03_Kinnum_TPp2d,200000,,Kinnum,Dijkring 03 - Terschelling,Waddenzee,380,18,2366,"25,0","10,0", ,automatisch,scenario_18029,264,1548,2,,108,Kinnum,PRIM,147434,598406,,0,1,1,1,1,0.0,Point,147434,598406
1549,1549,18031,03_mvb_tpm1d,200,,Kinnum en Hoorn,Dijkring 03 - Terschelling,Waddenzee,330,9,2234,"25,0","10,0", ,automatisch,scenario_18031,278,1549,2,,108,Kinnum en Hoorn,PRIM,152050,599650,,0,1,1,1,1,0.0,Point,152050,599650
1549,1549,18030,03_mvb_tp,2000,,Kinnum en Hoorn,Dijkring 03 - Terschelling,Waddenzee,380,14,2366,"25,0","10,0", ,automatisch,scenario_18030,271,1549,2,,108,Kinnum en Hoorn,PRIM,152050,599650,,0,1,1,1,1,0.0,Point,152050,599650
1549,1549,18032,03_mvb_tpp1d,20000,,Kinnum en Hoorn,Dijkring 03 - Terschelling,Waddenzee,430,28,2416,"25,0","10,0", ,automatisch,scenario_18032,285,1549,2,,108,Kinnum en Hoorn,PRIM,152050,599650,,0,1,1,1,1,0.0,Point,152050,599650
1549,1549,18033,03_mvb_tpp2d,200000,,Kinnum en Hoorn,Dijkring 03 - Terschelling,Waddenzee,460,57,2425,"25,0","10,0", ,automatisch,scenario_18033,292,1549,2,,108,Kinnum en Hoorn,PRIM,152050,599650,,0,1,1,1,1,0.0,Point,152050,599650
1550,1550,5195,Klundert_bm,10000,,Klundert,Dijkring 34 - West-Brabant,Hollandsch Diep,100,2,3684,"50,0","12,0","100,0", ,scenario_5195,13714,1550,2,35.0,46,Klundert,PRIM,94153,410469,,0,1,1,1,0,0.0,Point,94153,410469
1550,1550,5196,Klundert_tp-1d,200,,Klundert,Dijkring 34 - West-Brabant,Hollandsch Diep,11,0,42,"50,0","12,0","100,0", ,scenario_5196,13728,1550,2,35.0,46,Klundert,PRIM,94153,410469,,0,1,1,1,0,0.0,Point,94153,410469
1550,1550,5200,Klundert_mhw,2000,,Klundert,Dijkring 34 - West-Brabant,Hollandsch Diep,66,1,3036,"50,0","12,0","100,0", ,scenario_5200,13721,1550,2,35.0,46,Klundert,PRIM,94153,410469,,0,1,1,1,0,0.0,Point,94153,410469
1568,1568,13485,Toetspeil min decimeringshoogte,1000,,KOEGRASZEEDIJK (1E WK)_0.5,Dijkring 13 - Noord-Holland,Waddenzee,830,21,11493,"100,0","10,0", , ,scenario_13485,26039,1568,2,13.0,108,KOEGRASZEEDIJK (1E WK)_0.5,PRIM,114615,550476,,0,0,1,1,2,0.0,Point,114615,550476
1568,1568,13472,Toetspeil,10000,,KOEGRASZEEDIJK (1E WK)_0.5,Dijkring 13 - Noord-Holland,Waddenzee,1000,26,13439,"100,0","10,0", , ,scenario_13472,25877,1568,2,13.0,108,KOEGRASZEEDIJK (1E WK)_0.5,PRIM,114615,550476,,0,0,1,1,2,0.0,Point,114615,550476
1568,1568,13486,Toetspeil plus decimeringshoogte,100000,,KOEGRASZEEDIJK (1E WK)_0.5,Dijkring 13 - Noord-Holland,Waddenzee,1200,31,16574,"100,0","10,0", , ,scenario_13486,26271,1568,2,13.0,108,KOEGRASZEEDIJK (1E WK)_0.5,PRIM,114615,550476,,0,0,1,1,2,0.0,Point,114615,550476
1568,1568,13487,Toetspeil plus tweemaal decimeringshoogte,1000000,,KOEGRASZEEDIJK (1E WK)_0.5,Dijkring 13 - Noord-Holland,Waddenzee,1400,37,19598,"100,0","10,0", , ,scenario_13487,26424,1568,2,13.0,108,KOEGRASZEEDIJK (1E WK)_0.5,PRIM,114615,550476,,0,0,1,1,2,0.0,Point,114615,550476
1600,1600,4942,Kraaijenbergseplas_tp-1d,125,,Kraaienbergseplas,Dijkring 36 - Land van Heusden/de Maaskant,Maas,6300,236,93784,"100,0","12,0","100,0", ,scenario_4942,13742,1600,2,38.0,62,Kraaienbergseplas,PRIM,184684,418305,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,184684,418305
1600,1600,4939,Kraaijenbergseplas_mhw bres 300m,1250,,Kraaienbergseplas,Dijkring 36 - Land van Heusden/de Maaskant,Maas,18000,895,215223,"100,0","35,0","300,0", ,scenario_4939,13735,1600,2,38.0,62,Kraaienbergseplas,PRIM,184684,418305,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,184684,418305
1600,1600,4941,Kraaijenbergseplas_tp+1d,12500,,Kraaienbergseplas,Dijkring 36 - Land van Heusden/de Maaskant,Maas,31000,1631,314056,"100,0","35,0","300,0", ,scenario_4941,13749,1600,2,38.0,62,Kraaienbergseplas,PRIM,184684,418305,Deze overstroming kan bij (boven)maatgevende omstandigheden tot nieuwe dijkdoorbraken leiden op benedenstroomse locaties in dijkring 35 via het Drongelens Kanaal.,0,1,1,1,0,0.0,Point,184684,418305
1601,1601,18715,VZM_1_tp_Uc=0.2,4000,,"Krammer (dkr25 km 43,8)",Dijkring 25 - Goeree-Overflakkee,Kramer,72,2,1461,"50,0","10,0","40,0",automatisch,scenario_18715,27054,1601,2,26.0,57,"Krammer (dkr25 km 43,8)",PRIM,72399,410954,,0,0,0,1,1,,Point,72399,410954
1601,1601,18725,VZM_1_tpp1d_Uc=0.2,40000,,"Krammer (dkr25 km 43,8)",Dijkring 25 - Goeree-Overflakkee,Kramer,140,5,3039,"50,0","10,0","45,0",automatisch,scenario_18725,27037,1601,2,26.0,57,"Krammer (dkr25 km 43,8)",PRIM,72399,410954,,0,0,0,1,1,,Point,72399,410954
1629,1629,18021,02_kwelder_tpm1d,200,,kwelder,Dijkring 02 - Ameland,Waddenzee,43,0,80,"25,0","10,0", ,automatisch,scenario_18021,161,1629,2,,108,kwelder,PRIM,184821,607503,,0,1,1,1,1,0.0,Point,184821,607503
1629,1629,18020,02_kwelder_TP,2000,,kwelder,Dijkring 02 - Ameland,Waddenzee,90,0,603,"25,0","10,0", ,automatisch,scenario_18020,154,1629,2,,108,kwelder,PRIM,184821,607503,,0,1,1,1,1,0.0,Point,184821,607503
1629,1629,18022,02_kwelder_tpp1d,20000,,kwelder,Dijkring 02 - Ameland,Waddenzee,180,2,1506,"25,0","10,0", ,automatisch,scenario_18022,168,1629,2,,108,kwelder,PRIM,184821,607503,,0,1,1,1,1,0.0,Point,184821,607503
1629,1629,18023,02_kwelder_tpp2d,200000,,kwelder,Dijkring 02 - Ameland,Waddenzee,320,9,1947,"25,0","10,0", ,automatisch,scenario_18023,175,1629,2,,108,kwelder,PRIM,184821,607503,,0,1,1,1,1,0.0,Point,184821,607503
1630,1630,19068,tp Laagkeppel,1250,,Laag-Keppel,Dijkring 49 - IJsselland,IJssel,11,0,96,"100,0","-999,0", ,vast,scenario_19068,26763,1630,2,52.0,49,Laag-Keppel,PRIM,212087,445604,,0,0,1,0,0,0.0,Point,212087,445604
1637,1637,5197,Lage Zwaluwe_bm,10000,,Lage Zwaluwe,Dijkring 34 - West-Brabant,Amer,59,3,496,"50,0","12,0","100,0", ,scenario_5197,13788,1637,2,35.0,5,Lage Zwaluwe,PRIM,108535,414551,,0,1,1,1,0,0.0,Point,108535,414551
1637,1637,5198,Lage Zwaluwe_tp-1d,200,,Lage Zwaluwe,Dijkring 34 - West-Brabant,Amer,53,2,496,"50,0","12,0","100,0", ,scenario_5198,13807,1637,2,35.0,5,Lage Zwaluwe,PRIM,108535,414551,,0,1,1,1,0,0.0,Point,108535,414551
