breach_id,return_period,log_damage
649,4000,7.650168700845001
649,40000,7.937731775260109
649,400000,8.24301946898925
654,4000,2.1972245773362196
654,40000,2.302585092994046
690,125,5.303304908059076
690,1250,6.19644412779452
690,12500,6.55250788703459
691,125,4.948759890378168
691,1250,5.351858133476067
691,12500,5.5254529391317835
692,125,7.313886831633462
692,5000,8.682877107057168
692,12500,8.665785595466064
693,2000,6.90875477931522
693,20000,7.00397413672268
695,2000,6.089044875446846
695,20000,6.825460036255307
697,2000,4.406719247264253
697,20000,4.796131935750656
697,200000,4.948759890378168
698,2000,7.650168700845001
698,20000,7.824445930877619
698,200000,7.741099090035366
699,2000,4.30406509320417
699,20000,5.075677015955349
699,200000,4.61512051684126
700,2000,7.824445930877619
700,20000,8.101980731853192
700,200000,7.972810784121404
701,2000,6.018593214496234
701,20000,6.089044875446846
701,200000,6.111467339502679
702,1250,9.798182590890704
702,12500,10.043292972227004
740,125,9.546884034617925
740,1250,9.61587214452889
741,200,4.875197323201151
741,2000,5.017279836814924
741,10000,5.081404364984463
742,200,3.044522437723423
742,2000,3.1780538303479458
742,10000,3.1354942159291497
743,1250,8.188966863648876
743,10000,9.04793908261736
744,-9999,9.741027444837728
745,125,9.546884034617925
745,1250,9.61587214452889
745,12500,9.680406499268875
746,400,5.638354669333745
746,4000,5.739792912179234
746,40000,5.831882477283517
746,400000,5.916202062607435
747,4000,4.48863636973214
747,400000,5.916202062607435
748,400,4.795790545596741
748,4000,5.081404364984463
748,40000,5.14166355650266
748,400000,5.25227342804663
750,1000,7.438971592395862
750,10000,7.650168700845001
750,100000,7.8636512654486515
750,1000000,8.006700845440367
751,200,6.734591659972948
751,2000,7.3783837129967145
751,20000,7.824445930877619
762,125,9.392745258631441
762,1250,9.680406499268875
762,12500,9.798182590890704
763,1250,3.9512437185814275
763,12500,5.602118820879701
766,125,3.7376696182833684
766,1250,3.7376696182833684
766,10000,4.382026634673881
767,4000,1.791759469228055
767,40000,2.995732273553991
767,400000,4.0943445622221
770,4000,4.553876891600541
770,40000,4.709530201312334
770,400000,5.081404364984463
847,400,5.303304908059076
847,4000,5.3981627015177525
847,40000,5.484796933490655
847,400000,5.5254529391317835
848,125,9.852246888342531
848,1250,10.165890277802454
848,12499,10.275085591132715
910,1250,9.852246888342531
910,12500,10.085850775128717
911,1250,8.366602832783736
911,12500,8.594339400592892
