breach_id,return_period,log_damage
2348,4000,1.6094379124341003
2348,40000,1.6094379124341003
2348,400000,1.6094379124341003
2349,400,5.198497031265826
2349,4000,5.25227342804663
2349,40000,5.351858133476067
2349,400000,5.3981627015177525
2350,4000,6.415096959171596
2350,40000,6.46302945692067
2350,400000,6.523562306149512
2351,400,4.795790545596741
2351,4000,4.948759890378168
2351,40000,5.017279836814924
2351,400000,5.14166355650266
2352,4000,4.1588830833596715
2352,40000,4.204692619390966
2352,400000,4.23410650459726
2353,4000,0.6931471805599453
2353,40000,0.6931471805599453
2353,400000,0.6931471805599453
2354,4000,2.302585092994046
2354,40000,2.302585092994046
2354,400000,2.302585092994046
2355,400,4.290459441148391
2355,4000,4.330733340286331
2355,40000,4.356708826689592
2355,400000,4.543294782270004
2356,4000,4.343805421853684
2356,40000,4.3694478524670215
2356,400000,4.61512051684126
2357,4000,4.127134385045092
2357,40000,4.394449154672439
2357,400000,4.61512051684126
2358,4000,2.302585092994046
2358,40000,2.302585092994046
2358,400000,2.70805020110221
2359,4000,4.248495242049359
2360,40000,4.61512051684126
2360,400000,4.795790545596741
2361,4000,0.6931471805599453
2361,40000,0.6931471805599453
2361,400000,0.6931471805599453
2362,4000,3.8501476017100584
2362,40000,4.007333185232471
2362,400000,4.356708826689592
2363,4000,5.198497031265826
2363,40000,5.442417710521793
2363,400000,5.638354669333745
2364,4000,4.948759890378168
2364,40000,5.017279836814924
2364,400000,5.14166355650266
2365,4000,5.081404364984463
2365,40000,5.14166355650266
2365,400000,5.25227342804663
2366,400,4.465908118654584
2366,4000,4.875197323201151
2366,40000,5.564520407322694
2366,400000,6.089044875446846
2367,400,5.25227342804663
2367,4000,5.3981627015177525
2367,40000,5.5254529391317835
2367,400000,5.673323267171493
2368,4000,2.5649493574615367
2368,40000,2.6390573296152584
2368,400000,2.70805020110221
2369,4000,5.707110264748875
2369,40000,5.771441123130016
2369,400000,5.831882477283517
2383,4000,7.3783837129967145
2383,40000,7.548749839879845
2383,400000,7.824445930877619
2384,4000,7.00397413672268
2384,40000,7.3783837129967145
2384,400000,7.696667081526462
2385,4000,2.995732273553991
2385,40000,3.4339872044851463
2385,400000,5.831882477283517
2386,4000,3.091042453358316
2386,40000,3.2156655409667394
2386,400000,3.8066624897703196
2387,2000,6.580639137284949
2387,20000,6.90875477931522
2387,200000,7.244941546337007
2388,2000,5.8888779583328805
2388,20000,6.080272485046745
2388,200000,5.993961427306569
2389,4000,8.071218539969863
2389,40000,8.268988209506656
2389,400000,8.38958706681109
2390,2000,6.660575149839686
2390,20000,6.7464121285733745
2390,200000,6.85751406254539
2391,4000,1.6094379124341003
2391,40000,5.178950771188077
2391,400000,1.791759469228055
2392,2000,6.111467339502679
2392,20000,6.689169794666828
2392,200000,6.787413920395617
2393,4000,3.5553480614894135
2393,40000,5.479256806520658
2393,400000,7.170888478512505
2394,4000,6.523562306149512
2394,40000,7.788795278080024
2394,400000,9.546884034617925
2395,4000,7.0909098220799835
2395,40000,7.902714623615078
2395,400000,7.901377353792616
2396,2000,6.594413459749778
2396,20000,6.709334827133708
2396,200000,6.7580945044277305
2397,2000,6.594413459749778
2397,20000,6.875742485959835
2397,200000,6.769641976852503
2398,4000,6.398594934535208
2398,40000,5.174503180050733
2398,400000,7.438971592395862
2399,4000,4.330733340286331
2399,40000,5.802118375377063
2399,400000,6.608000625296087
2400,4000,1.791759469228055
2400,40000,2.5649493574615367
2400,400000,3.9889840465642745
2401,4000,0.6931471805599453
2401,40000,3.091042453358316
2401,400000,6.018593214496234
2402,4000,5.442417710521793
2402,40000,6.364750756851911
2402,400000,7.244941546337007
2414,125,2.3978952727983707
2414,1250,2.3978952727983707
2414,12500,3.1780538303479458
2418,2000,7.824445930877619
2418,20000,8.81001204797317
2423,200,4.992072727776791
2423,2000,5.303304908059076
2423,20000,5.831882477283517
2423,200000,6.431331081933479
2425,1000,4.532599493153256
2425,10000,4.795790545596741
2425,100000,5.017279836814924
2425,1000000,5.14166355650266
2519,125,9.024131268455035
2519,1250,9.392745258631441
2519,12500,9.472781556562168
2523,125,5.564520407322694
2523,1250,7.170888478512505
2523,12500,8.216358332386156
2531,125,6.236369590203704
2531,1250,6.566672429803241
2531,12500,6.566672429803241
2532,400,4.30406509320417
2532,4000,4.430816798843313
2532,40000,4.709530201312334
2532,400000,5.081404364984463
2548,400,5.968707559985366
2548,4000,6.042632833682381
2548,40000,6.089044875446846
2548,400000,6.154858094016418
2550,40000,2.9444389791664403
2550,400000,5.198497031265826
2554,125,5.968707559985366
2554,1250,7.601402334583733
2554,12500,8.188966863648876
2820,10000,2.3978952727983707
2820,100000,3.6635616461296463
2820,1000000,4.574710978503383
2821,1000,6.3818160174060985
2821,10000,6.698268054115413
2821,100000,7.0909098220799835
2821,1000000,7.937731775260109
2822,10000,9.024131268455035
2822,100000,9.305741456739435
2822,1000000,9.392745258631441
2837,10000,6.018593214496234
2837,100000,6.7464121285733745
2837,1000000,7.244941546337007
2838,125,8.216358332386156
2838,1250,8.101980731853192
2838,12500,7.937731775260109
2843,1000,5.017279836814924
2843,10000,5.771441123130016
2843,100000,6.311734809152915
2843,1000000,7.3783837129967145
2845,2000,2.5649493574615367
2845,20000,2.995732273553991
2846,4000,6.111467339502679
2846,40000,6.46302945692067
2847,4000,1.3862943611198906
2847,40000,1.3862943611198906
2848,4000,6.508769136971682
2848,40000,6.8885724595653635
2849,2000,3.332204510175204
2849,20000,5.081404364984463
2850,2000,5.771441123130016
2850,20000,6.493753839851686
2851,2000,0.6931471805599453
2851,20000,1.3862943611198906
2852,2000,4.406719247264253
2852,20000,5.351858133476067
2853,4000,3.258096538021482
2853,40000,3.5263605246161616
2854,4000000,6.4354921954983535
2928,10000,8.699681400989514
2928,100000,8.987321812850125
2928,1000000,9.19023970026918
2929,1000,8.612685172875459
2929,10000,9.305741456739435
2929,100000,9.741027444837728
2929,1000000,9.99884318585288
2930,10000,7.00397413672268
2930,100000,7.438971592395862
2930,1000000,8.294299608857235
2931,10000,4.219507705176107
2931,100000,5.081404364984463
2931,1000000,6.154858094016418
2932,200000,1.0986122886681098
2932,928315,1.6094379124341003
2934,1250,8.81001204797317
2934,12500,8.895766604056085
2937,400,7.313886831633462
2937,4000,8.824824939175638
2937,400000,9.210440366976517
2938,1250,3.58351893845611
2940,1250,9.093918908958932
2941,125,9.116139576577355
2941,1250,9.472781556562168
2941,12500,9.472781556562168
2942,125,9.680406499268875
2942,1250,9.798182590890704
2942,12500,9.852246888342531
2943,1250,9.741027444837728
2944,125,9.392745258631441
2944,1250,9.546884034617925
2944,12500,9.680406499268875
2945,200,8.188966863648876
2945,2000,8.575650760987806
2945,20000,8.748463629942055
2947,2000,3.9889840465642745
2947,20000,4.276666119016055
2947,200000,4.61512051684126
2948,400,7.00397413672268
2948,4000,7.244941546337007
2948,40000,7.601402334583733
2948,400000,8.03947991910045
2949,4000,8.216358332386156
2949,40000,8.294299608857235
2949,400000,8.412054873292933
2950,4000,8.188966863648876
2950,40000,8.24301946898925
2950,400000,8.412054873292933
2951,4000,2.302585092994046
2951,40000,2.3978952727983707
2951,400000,2.4849066497880004
2952,2000,2.1972245773362196
2952,20000,2.3978952727983707
2952,200000,2.70805020110221
2953,400000,6.111467339502679
2954,4000,4.948759890378168
2954,40000,5.968707559985366
2954,400000,6.154858094016418
2955,2000,2.1972245773362196
2955,20000,2.4849066497880004
2955,200000,3.258096538021482
2956,2000,4.343805421853684
2956,20000,5.449202302432736
2956,200000,5.017279836814924
2957,4000,2.1972245773362196
2957,40000,2.1972245773362196
2957,400000,4.447403685684312
2958,1250,9.90353755128617
2958,12500,10.165890277802454
2977,400,4.31748811353631
2977,4000,7.650168700845001
2977,40000,8.03947991910045
2996,1000,5.5254529391317835
2996,10000,6.274762021241939
2996,100000,6.78105762593618
2996,1000000,7.313886831633462
2997,1000,5.564520407322694
2997,10000,6.111467339502679
2997,100000,7.00397413672268
2997,1000000,7.601402334583733
2998,10000,7.244941546337007
2998,100000,7.901377353792616
2998,1000000,8.517393171418904
2999,1000,7.0909098220799835
2999,10000,7.438971592395862
2999,100000,7.650168700845001
2999,1000000,8.006700845440367
3009,4000,7.496097345175956
3009,40000,7.8636512654486515
3009,400000,8.216358332386156
3010,400,6.066108090103747
3011,10000,8.867990898182093
3011,100000,9.305741456739435
3012,1000000,9.546884034617925
3014,1250,9.852246888342531
3015,125,9.798182590890704
3015,1250,9.99884318585288
3015,12500,9.90353755128617
3016,125,7.170888478512505
3016,1250,7.438971592395862
3016,12500,7.601402334583733
3024,125,6.68586094706836
3024,1250,7.170888478512505
3024,12500,7.3783837129967145
3025,400,6.90875477931522
3025,4000,7.170888478512505
3025,40000,7.0909098220799835
3025,400000,7.170888478512505
3027,1000,7.438971592395862
3027,10000,7.650168700845001
3027,100000,7.8636512654486515
3027,1000000,8.006700845440367
3028,1000,7.438971592395862
3028,10000,7.650168700845001
3028,100000,7.8636512654486515
3028,1000000,8.006700845440367
3077,200,8.556606193773073
3077,2000,8.79497643168877
3077,20000,8.824824939175638
3081,200,6.431331081933479
3081,2000,6.580639137284949
3082,125,7.0909098220799835
3082,1250,7.901377353792616
3082,12500,8.160803920954665
3083,125,8.071218539969863
3083,1250,8.24301946898925
3083,12500,8.31898612539206
3084,10000,7.0909098220799835
3084,100000,7.170888478512505
3084,1000000,7.438971592395862
3085,10000,8.556606193773073
3085,100000,8.922791623969637
3085,1000000,9.210440366976517
3086,200,2.8903717578961645
3086,2000,3.4339872044851463
3086,20000,3.784189633918261
3086,200000,3.871201010907891
3098,4000,4.02535169073515
3098,40000,4.51085950651685
3099,4000,3.970291913552122
3099,40000,4.1588830833596715
3100,2000,2.9444389791664403
3100,20000,3.332204510175204
3101,2000,1.6094379124341003
3101,20000,2.0794415416798357
3102,2000,3.713572066704308
3102,20000,4.0943445622221
3103,2000,1.6094379124341003
3103,20000,2.0794415416798357
3104,2000,3.295836866004329
3104,20000,4.795790545596741
3118,2000,5.707110264748875
3121,2000,3.5553480614894135
3121,20000,3.828641396489095
3121,200000,4.0943445622221
3125,200,4.406719247264253
3125,2000,4.61512051684126
3125,20000,4.948759890378168
3127,40000,0.6931471805599453
3127,400000,4.48863636973214
3178,2000,7.0909098220799835
3178,20000,7.3783837129967145
3178,200000,7.438971592395862
3179,2000,8.188966863648876
3179,20000,8.24301946898925
3179,200000,8.24301946898925
3180,2000,8.131824785007195
3180,20000,8.216358332386156
3180,200000,8.101980731853192
3181,2000,8.188966863648876
3181,20000,8.294299608857235
3181,200000,8.160803920954665
3182,2000,8.798412816237203
3182,20000,8.748463629942055
3182,200000,9.04793908261736
3185,1000,7.438971592395862
3185,10000,7.783640596221253
3185,100000,8.131824785007195
3185,1000000,8.38958706681109
3186,1000,8.31898612539206
3186,10000,8.648396877031582
3186,100000,8.853808274977197
3186,1000000,9.012011377036412
3187,1000,5.3981627015177525
3187,10000,6.042632833682381
3187,100000,6.3818160174060985
3187,1000000,6.634633357861686
3208,200,8.31898612539206
3208,2000,8.497194544909547
3208,20000,8.575650760987806
3209,200,6.364750756851911
3209,2000,6.634633357861686
3209,20000,6.769641976852503
3210,2000,3.8918202981106265
3210,20000,4.02535169073515
3211,125,3.8918202981106265
3211,1250,4.30406509320417
3211,10000,4.795790545596741
3214,200,8.434028950155469
3214,2000,8.79497643168877
3214,20000,8.824824939175638
3231,1000,2.995732273553991
3231,10000,4.875197323201151
3231,100000,6.364750756851911
3231,1000000,6.878326468291325
3232,1000,8.594339400592892
3232,10000,8.665785595466064
3232,100000,8.909370405197466
3232,1000000,9.071193240566025
3233,-9999,9.392745258631441
3243,125,9.680406499268875
3243,1250,9.680406499268875
3243,12500,9.741027444837728
3252,400,8.38958706681109
3252,4000,8.434028950155469
3252,40000,8.434028950155469
3252,400000,8.497194544909547
3253,4000,1.6094379124341003
3253,40000,6.293419278846481
3253,400000,7.824445930877619
3254,400,4.875197323201151
3254,4000,5.017279836814924
3254,40000,5.198497031265826
3254,400000,5.351858133476067
3255,400,4.174387269895637
3255,4000,4.343805421853684
3255,40000,4.795790545596741
3255,400000,5.303304908059076
3256,400,6.478509642208569
3256,4000,7.3783837129967145
3256,40000,7.824445930877619
3256,400000,8.24301946898925
3257,125,9.305741456739435
3257,1250,9.392745258631441
3257,12500,9.472781556562168
3260,125,9.127067452782361
3260,1250,9.90353755128617
3260,2000,9.99884318585288
3261,125,9.680406499268875
3261,1250,10.275085591132715
3261,2000,10.373522431293592
3274,200,6.111467339502679
3274,2000,6.364750756851911
3274,10000,6.154858094016418
3275,2000,6.46302945692067
3275,20000,6.566672429803241
3276,200,2.6390573296152584
3276,2000,3.4657359027997265
3276,10000,3.6109179126442243
3277,200,4.584967478670572
3277,2000,4.875197323201151
3277,10000,4.875197323201151
3281,125,9.305741456739435
3281,1250,9.392745258631441
3281,12500,9.472781556562168
3296,400,4.350090596376676
3296,4000,5.6171610282258255
3296,40000,6.0336552266191585
3296,400000,4.5217885770490405
3297,400,5.8888779583328805
3297,4000,6.274762021241939
3297,40000,6.621405651764134
3299,200,8.79497643168877
3299,2000,8.936035096566041
3299,20000,8.94910546953925
3300,400,5.351858133476067
3300,4000,3.9889840465642745
3300,40000,5.081404364984463
3300,400000,6.19644412779452
3301,400,6.19644412779452
3301,4000,4.04305126783455
3301,40000,6.154858094016418
3301,400000,6.594413459749778
3302,400,6.634633357861686
3302,4000,5.993961427306569
3302,40000,6.8885724595653635
3302,400000,7.3783837129967145
3303,400,6.133398042996649
3303,4000,2.70805020110221
3303,40000,4.61512051684126
3303,400000,5.198497031265826
3304,400,6.608000625296087
3304,4000,6.066108090103747
3304,40000,6.90875477931522
3304,400000,7.696667081526462
3305,400,7.170888478512505
3305,4000,7.0909098220799835
3305,40000,7.550135342488429
3305,400000,7.696667081526462
3306,400,6.90875477931522
3306,4000,6.734591659972948
3306,40000,7.00397413672268
3306,400000,7.438971592395862
3307,400,6.364750756851911
3307,4000,6.90875477931522
3307,40000,7.244941546337007
3307,400000,7.696667081526462
3308,400,4.48863636973214
3308,4000,4.709530201312334
3308,40000,5.831882477283517
3308,400000,7.650168700845001
3309,400,0.6931471805599453
3309,4000,2.833213344056216
3309,40000,3.8066624897703196
3309,400000,4.382026634673881
3310,400,4.174387269895637
3310,4000,4.948759890378168
3310,40000,5.860786223465865
3310,400000,6.133398042996649
3311,400,5.303304908059076
3311,4000,5.771441123130016
3311,40000,5.993961427306569
3311,400000,6.311734809152915
3312,400,3.7376696182833684
3312,4000,4.204692619390966
3312,40000,4.709530201312334
3312,400000,5.602118820879701
3313,400,3.6109179126442243
3313,4000,3.9889840465642745
3313,40000,4.356708826689592
3313,400000,5.442417710521793
3314,400,3.6888794541139363
3314,4000,3.970291913552122
3314,40000,4.875197323201151
3314,400000,5.802118375377063
3315,400,0.6931471805599453
3315,4000,0.6931471805599453
3315,40000,1.0986122886681098
3316,400,6.415096959171596
3316,4000,6.698268054115413
3316,40000,7.00397413672268
3316,400000,7.496097345175956
3317,400,4.948759890378168
3317,4000,5.198497031265826
3317,40000,5.442417710521793
3317,400000,6.175867270105761
3318,400,4.709530201312334
3318,4000,4.948759890378168
3318,40000,5.017279836814924
3318,400000,5.25227342804663
3319,400,2.5649493574615367
3319,4000,3.1780538303479458
3319,40000,3.9318256327243257
3319,400000,5.14166355650266
3320,400,2.995732273553991
3320,4000,3.4339872044851463
3320,40000,4.553876891600541
3320,400000,4.709530201312334
3321,400,6.089044875446846
3321,4000,6.19644412779452
3321,40000,6.8885724595653635
3321,400000,7.00397413672268
3322,4000,0.6931471805599453
3322,40000,0.6931471805599453
3323,400,7.741099090035366
3323,4000,8.006700845440367
3323,40000,8.268988209506656
3324,400000,8.476579508530941
3325,400,7.3783837129967145
3325,4000,7.601402334583733
3325,40000,7.8636512654486515
3325,400000,8.216358332386156
3326,400,4.454347296253507
3326,4000,6.018593214496234
3326,40000,6.90875477931522
3326,400000,7.313886831633462
3328,400,2.6390573296152584
3328,4000,2.8903717578961645
3328,40000,3.4657359027997265
3329,400,2.4849066497880004
3329,4000,2.772588722239781
3329,40000,2.995732273553991
3330,400,1.3862943611198906
3330,4000,2.1972245773362196
3330,40000,3.2188758248682006
3331,400,4.290459441148391
3331,4000,5.14166355650266
3331,40000,5.916202062607435
3331,400000,6.523562306149512
3332,400,4.2626798770413155
3332,4000,5.3981627015177525
3332,40000,5.8888779583328805
3333,400,5.860786223465865
3333,4000,6.042632833682381
3333,40000,6.398594934535208
3334,400,4.0943445622221
3334,4000,5.14166355650266
3334,40000,5.771441123130016
3334,400000,5.993961427306569
3335,400,1.6094379124341003
3335,4000,1.791759469228055
3335,40000,4.31748811353631
3336,4000,3.8501476017100584
3336,40000,5.484796933490655
3337,400,4.343805421853684
3337,4000,5.3981627015177525
3337,40000,6.066108090103747
3338,400,1.6094379124341003
3338,4000,2.8903717578961645
3338,40000,3.7376696182833684
3338,400000,5.638354669333745
3339,400,1.791759469228055
3339,4000,2.0794415416798357
3339,40000,2.9444389791664403
3340,400,2.0794415416798357
3340,4000,2.8903717578961645
3340,40000,3.58351893845611
3341,400,2.833213344056216
3341,4000,3.2188758248682006
3341,40000,3.7376696182833684
3342,400,2.4849066497880004
3342,4000,4.430816798843313
3342,40000,5.351858133476067
3342,400000,5.860786223465865
3343,400,4.343805421853684
3343,4000,4.795790545596741
3343,40000,5.081404364984463
3344,400,2.302585092994046
3344,4000,2.70805020110221
3344,40000,2.9444389791664403
3345,400,4.0943445622221
3345,4000,4.61512051684126
3345,40000,5.017279836814924
3346,40000,4.925307031464531
3346,400000,6.042632833682381
3347,400,2.302585092994046
3347,4000,3.044522437723423
3347,40000,3.6635616461296463
3348,400,5.198497031265826
3348,4000,5.5254529391317835
3348,40000,5.638354669333745
3348,400000,5.739792912179234
3349,400,2.4849066497880004
3349,4000,2.6390573296152584
3349,40000,2.772588722239781
3350,400,3.912023005428146
3350,4000,4.219507705176107
3350,40000,4.499809670330265
3351,4000,1.3862943611198906
3351,40000,2.1972245773362196
3352,400,3.367295829986474
3352,4000,3.4965075614664802
3352,40000,3.7612001156935624
3352,400000,4.418840607796598
3353,400,3.044522437723423
3354,4000,3.295836866004329
3355,400,4.04305126783455
3355,4000,4.3694478524670215
3355,40000,4.59511985013459
3356,400,3.044522437723423
3356,4000,3.367295829986474
3356,40000,4.248495242049359
3357,400,1.6094379124341003
3357,4000,2.5649493574615367
3357,40000,3.091042453358316
3358,400,5.351858133476067
3358,4000,5.739792912179234
3358,40000,6.018593214496234
3359,400,5.303304908059076
3359,4000,5.602118820879701
3359,40000,5.916202062607435
3359,400000,6.111467339502679
3360,400,4.875197323201151
3360,4000,5.081404364984463
3360,40000,5.198497031265826
3361,400,2.772588722239781
3361,4000,3.6375861597263857
3361,40000,4.499809670330265
3362,400,2.9444389791664403
3362,4000,3.9889840465642745
3362,40000,4.406719247264253
3363,400,3.1354942159291497
3363,4000,4.3694478524670215
3363,40000,4.948759890378168
3364,400,3.7376696182833684
3364,4000,4.110873864173311
3364,40000,4.382026634673881
3365,4000,0.6931471805599453
3365,40000,2.1972245773362196
3366,400,3.258096538021482
3366,4000,3.6109179126442243
3366,40000,3.828641396489095
3367,1250,8.682877107057168
3367,12500,8.867990898182093
3418,2000,7.741099090035366
3418,10000,7.601402334583733
3419,2000,7.696667081526462
3419,40000,6.7226297948554485
3427,400,4.454347296253507
3427,4000,4.709530201312334
3427,40000,4.875197323201151
3427,400000,5.081404364984463
3428,400,2.4849066497880004
3428,4000,2.4849066497880004
3428,40000,4.189654742026425
3428,400000,4.948759890378168
3429,400,4.499809670330265
3429,4000,4.532599493153256
3429,40000,4.709530201312334
3429,400000,4.948759890378168
3430,400,5.673323267171493
3430,4000,5.860786223465865
3430,40000,5.968707559985366
3430,400000,6.066108090103747
3432,1000,7.170888478512505
3432,10000,7.313886831633462
3432,100000,7.741099090035366
3432,1000000,8.101980731853192
3459,1000,8.434028950155469
3459,10000,8.630700432209832
3459,100000,8.81001204797317
3459,1000000,8.987321812850125
3460,1000,8.294299608857235
3460,10000,8.31898612539206
3460,100000,8.343077871169383
3460,1000000,8.366602832783736
3463,1000,6.175867270105761
3463,10000,6.594413459749778
3463,100000,6.825460036255307
3463,1000000,6.90875477931522
3464,125,6.608000625296087
3464,1250,6.68586094706836
3464,12500,6.734591659972948
3465,125,4.07753744390572
3465,1250,6.415096959171596
3465,12500,7.496097345175956
3466,20000,4.574710978503383
3467,200,7.741099090035366
3467,2000,8.24301946898925
3467,20000,8.366602832783736
3468,200,8.071218539969863
3468,2000,8.268988209506656
3468,20000,8.38958706681109
3469,125,2.6390573296152584
3469,1250,2.772588722239781
3469,12500,2.8903717578961645
3470,4000,5.993961427306569
3471,125,4.795790545596741
3471,1250,6.329720905522696
3471,12500,6.734591659972948
3472,125,7.313886831633462
3472,1250,7.824445930877619
3472,12500,8.160803920954665
3473,125,7.3783837129967145
3473,1250,7.972810784121404
3473,12500,8.268988209506656
3474,125,8.895766604056085
3474,1250,9.179984251961283
3474,12500,9.305741456739435
3475,125,9.15915233520675
3475,1250,9.305741456739435
3475,12500,9.392745258631441
