source,target,distance_km,same_river,same_dijkring
372,0,8.287144864185736,1,1
0,373,7.921822075760097,1,1
373,0,7.921822075760097,1,1
0,374,24.951094965952898,1,0
374,0,24.951094965952898,1,0
0,375,8.262247878150353,1,1
375,0,8.262247878150353,1,1
0,376,5.037665530779113,1,1
376,0,5.037665530779113,1,1
0,377,4.067254233509383,1,1
0,380,4.729602626014156,1,0
380,0,4.729602626014156,1,0
0,419,10.749360213519687,0,1
419,0,10.749360213519687,0,1
0,420,10.109275987923171,0,1
420,0,10.109275987923171,0,1
0,421,8.082215352240993,0,1
421,0,8.082215352240993,0,1
1,2,6.456873624285982,1,0
2,1,6.456873624285982,1,0
1,5,16.840087559154792,1,0
5,1,16.840087559154792,1,0
1,17,42.52600438555214,1,0
17,1,42.52600438555214,1,0
1,21,11.031457247344978,1,0
21,1,11.031457247344978,1,0
1,46,17.602472809239046,1,0
46,1,17.602472809239046,1,0
1,151,32.55185323449342,1,0
151,1,32.55185323449342,1,0
1,191,35.70775894676114,1,0
191,1,35.70775894676114,1,0
1,194,22.979996714534142,1,0
194,1,22.979996714534142,1,0
1,203,31.83098521880842,1,0
203,1,31.83098521880842,1,0
1,226,5.3273517811385425,1,0
226,1,5.3273517811385425,1,0
1,231,7.432779426298079,1,0
1,243,34.69027600063165,1,0
243,1,34.69027600063165,1,0
1,298,11.497614926583687,1,0
298,1,11.497614926583687,1,0
1,436,34.024104308563366,1,0
436,1,34.024104308563366,1,0
2,5,11.189227051052276,1,1
5,2,11.189227051052276,1,1
2,17,39.613573456581776,1,0
17,2,39.613573456581776,1,0
2,21,17.34612354389303,1,0
21,2,17.34612354389303,1,0
2,46,12.290484205270351,1,0
46,2,12.290484205270351,1,0
2,77,13.157028615914765,0,1
77,2,13.157028615914765,0,1
2,102,8.875933866360205,1,0
102,2,8.875933866360205,1,0
2,151,28.414003624973375,1,1
151,2,28.414003624973375,1,1
2,155,10.285419291404702,1,0
155,2,10.285419291404702,1,0
2,191,31.69975081920992,1,0
191,2,31.69975081920992,1,0
2,194,19.29969434991135,1,0
194,2,19.29969434991135,1,0
2,203,27.888740111378283,1,0
203,2,27.888740111378283,1,0
2,231,13.888811792230465,1,0
231,2,13.888811792230465,1,0
2,243,30.487991111255592,1,1
243,2,30.487991111255592,1,1
2,262,29.166072790144376,0,1
262,2,29.166072790144376,0,1
2,298,6.196337789372041,1,0
2,436,29.714077084775827,1,1
436,2,29.714077084775827,1,1
2,439,27.328351615126735,0,1
439,2,27.328351615126735,0,1
2,504,26.430183540792903,0,1
504,2,26.430183540792903,0,1
3,9,44.020401997255775,0,1
9,3,44.020401997255775,0,1
3,20,11.642258758505584,0,1
20,3,11.642258758505584,0,1
3,181,25.344374780215034,0,1
3,190,56.328722451339154,0,1
190,3,56.328722451339154,0,1
3,245,13.684571202635471,0,1
245,3,13.684571202635471,0,1
3,511,54.098869673958994,0,1
511,3,54.098869673958994,0,1
3,512,47.69351822837145,0,1
512,3,47.69351822837145,0,1
4,40,51.51167060967835,0,1
40,4,51.51167060967835,0,1
4,83,34.696349116297526,0,1
83,4,34.696349116297526,0,1
4,89,7.912838491969869,0,1
4,119,52.768057648543405,0,1
119,4,52.768057648543405,0,1
4,150,14.725864320982996,0,1
150,4,14.725864320982996,0,1
4,184,29.217392577025077,0,1
184,4,29.217392577025077,0,1
4,197,27.63706295900489,0,1
197,4,27.63706295900489,0,1
235,4,5.990179379617943,0,1
4,304,10.09833827914276,0,1
304,4,10.09833827914276,0,1
4,405,43.617855288860774,0,1
405,4,43.617855288860774,0,1
4,437,41.52666709477177,0,1
437,4,41.52666709477177,0,1
4,438,34.86502753476612,0,1
438,4,34.86502753476612,0,1
4,463,35.32469745093367,0,1
463,4,35.32469745093367,0,1
4,464,36.20593542501008,0,1
464,4,36.20593542501008,0,1
5,17,30.590276232816205,1,0
17,5,30.590276232816205,1,0
5,21,27.808002445339362,1,0
21,5,27.808002445339362,1,0
5,72,10.958216095697328,0,1
72,5,10.958216095697328,0,1
5,102,18.053046834260414,1,0
102,5,18.053046834260414,1,0
5,151,18.18715205852747,1,1
151,5,18.18715205852747,1,1
5,155,20.10509318555873,1,0
155,5,20.10509318555873,1,0
5,191,21.522139763508648,1,0
191,5,21.522139763508648,1,0
5,203,17.932955166396862,1,0
203,5,17.932955166396862,1,0
5,224,12.286679779338273,1,0
224,5,12.286679779338273,1,0
5,226,12.934097571922056,1,0
226,5,12.934097571922056,1,0
5,227,14.32512157016477,1,0
227,5,14.32512157016477,1,0
5,231,23.810419084930025,1,0
231,5,23.810419084930025,1,0
5,243,20.120263417758725,1,1
243,5,20.120263417758725,1,1
5,262,17.97901554590796,0,1
262,5,17.97901554590796,0,1
5,436,19.247418658095427,1,1
436,5,19.247418658095427,1,1
5,439,16.152553977622237,0,1
439,5,16.152553977622237,0,1
5,504,15.316167928042576,0,1
504,5,15.316167928042576,0,1
6,116,36.27584951451861,0,1
116,6,36.27584951451861,0,1
7,23,66.56293987648081,1,0
23,7,66.56293987648081,1,0
7,47,105.67645021479478,1,0
47,7,105.67645021479478,1,0
7,48,154.08953799982658,1,0
48,7,154.08953799982658,1,0
7,49,156.80447943218968,1,0
49,7,156.80447943218968,1,0
7,50,159.9970324631054,1,0
50,7,159.9970324631054,1,0
7,51,115.42796615205519,1,0
51,7,115.42796615205519,1,0
7,52,122.99173603539386,1,0
52,7,122.99173603539386,1,0
7,53,128.0672849716117,1,0
53,7,128.0672849716117,1,0
7,54,134.22246026652917,1,0
54,7,134.22246026652917,1,0
7,55,140.5572453379761,1,0
55,7,140.5572453379761,1,0
7,56,144.96283159831006,1,0
56,7,144.96283159831006,1,0
7,57,145.2916603697542,1,0
57,7,145.2916603697542,1,0
7,58,150.95203740592572,1,0
58,7,150.95203740592572,1,0
7,59,45.68568708030996,1,0
59,7,45.68568708030996,1,0
7,78,15.099027849500775,1,0
78,7,15.099027849500775,1,0
7,81,57.506453733472384,0,1
81,7,57.506453733472384,0,1
7,88,29.73546840054819,1,0
88,7,29.73546840054819,1,0
144,7,9.693110543060984,0,1
7,146,12.124493267761752,0,1
146,7,12.124493267761752,0,1
147,7,10.978579598472656,0,1
7,174,79.31721120916947,1,0
174,7,79.31721120916947,1,0
7,175,87.2513227693426,1,0
175,7,87.2513227693426,1,0
7,176,21.268367121149662,0,1
176,7,21.268367121149662,0,1
7,182,18.04455873663859,1,0
182,7,18.04455873663859,1,0
7,185,31.43123448100631,1,0
185,7,31.43123448100631,1,0
7,186,108.42466334280222,1,0
186,7,108.42466334280222,1,0
7,193,47.334131966267215,0,1
193,7,47.334131966267215,0,1
7,199,60.168087961975324,1,0
199,7,60.168087961975324,1,0
7,200,63.479976504406494,1,0
200,7,63.479976504406494,1,0
7,205,90.15331036074049,1,0
205,7,90.15331036074049,1,0
7,248,86.16042480164545,1,0
248,7,86.16042480164545,1,0
7,260,48.35218474898523,0,1
260,7,48.35218474898523,0,1
7,268,27.685990410314023,0,1
268,7,27.685990410314023,0,1
7,302,20.769512512334032,1,0
302,7,20.769512512334032,1,0
7,303,32.82900609217403,0,1
303,7,32.82900609217403,0,1
7,404,19.792433150070256,0,1
404,7,19.792433150070256,0,1
7,409,16.189692029189438,1,0
409,7,16.189692029189438,1,0
7,417,34.09587804999308,0,1
417,7,34.09587804999308,0,1
7,427,56.67897092396792,0,1
427,7,56.67897092396792,0,1
7,432,108.9745585446438,1,0
432,7,108.9745585446438,1,0
7,434,57.25006985148577,1,0
434,7,57.25006985148577,1,0
7,455,16.828380076525487,0,1
7,456,12.379261084572052,0,1
456,7,12.379261084572052,0,1
7,457,33.130395907685745,0,1
457,7,33.130395907685745,0,1
7,458,11.150638815780914,0,1
458,7,11.150638815780914,0,1
7,459,79.48931267157869,1,0
459,7,79.48931267157869,1,0
7,460,81.72011014432127,1,0
460,7,81.72011014432127,1,0
7,467,48.881624195601354,1,0
467,7,48.881624195601354,1,0
7,468,54.42409507745627,0,1
468,7,54.42409507745627,0,1
7,469,56.925438294316194,0,1
469,7,56.925438294316194,0,1
7,476,47.014755396577364,1,0
476,7,47.014755396577364,1,0
7,493,35.31573065929686,0,1
493,7,35.31573065929686,0,1
7,494,21.642184386054936,0,1
494,7,21.642184386054936,0,1
7,495,48.93753962961358,0,1
495,7,48.93753962961358,0,1
7,501,30.868765070860867,0,1
501,7,30.868765070860867,0,1
7,502,30.35984887972929,0,1
502,7,30.35984887972929,0,1
7,507,12.221320100545602,1,0
7,509,94.75180028896548,1,0
509,7,94.75180028896548,1,0
7,590,14.58264180455654,1,0
590,7,14.58264180455654,1,0
7,591,27.174213972072863,1,0
591,7,27.174213972072863,1,0
7,592,24.650877976250662,1,0
592,7,24.650877976250662,1,0
7,593,17.122129073219835,1,0
593,7,17.122129073219835,1,0
7,594,38.78286211717748,0,1
594,7,38.78286211717748,0,1
7,595,32.79542218054221,0,1
595,7,32.79542218054221,0,1
7,596,35.80406870734107,0,1
596,7,35.80406870734107,0,1
7,597,45.063979340488785,0,1
597,7,45.063979340488785,0,1
8,23,66.28831529764504,1,0
23,8,66.28831529764504,1,0
8,47,105.29340618481292,1,0
47,8,105.29340618481292,1,0
8,48,153.55778486615387,1,0
48,8,153.55778486615387,1,0
8,49,156.2574207709829,1,0
49,8,156.2574207709829,1,0
8,50,159.44629265367067,1,0
50,8,159.44629265367067,1,0
8,51,115.01313442385613,1,0
51,8,115.01313442385613,1,0
8,52,122.56786969267272,1,0
52,8,122.56786969267272,1,0
8,53,127.63514406306751,1,0
53,8,127.63514406306751,1,0
8,54,133.787536041292,1,0
54,8,133.787536041292,1,0
8,55,140.11510227309546,1,0
55,8,140.11510227309546,1,0
8,56,144.50445046779703,1,0
56,8,144.50445046779703,1,0
8,57,144.80131008039947,1,0
57,8,144.80131008039947,1,0
8,58,150.43242485913734,1,0
58,8,150.43242485913734,1,0
8,59,45.34249984286266,1,0
59,8,45.34249984286266,1,0
8,78,15.647851290193168,1,0
78,8,15.647851290193168,1,0
8,81,57.14671141019402,0,1
81,8,57.14671141019402,0,1
8,88,29.99571764435717,1,0
88,8,29.99571764435717,1,0
144,8,10.311572527990092,0,1
8,146,12.78714592862692,0,1
146,8,12.78714592862692,0,1
8,147,11.606767422499686,0,1
147,8,11.606767422499686,0,1
8,174,79.10821940860507,1,0
174,8,79.10821940860507,1,0
8,175,86.9261690459208,1,0
175,8,86.9261690459208,1,0
8,176,21.528024711988788,0,1
176,8,21.528024711988788,0,1
8,182,18.32471391318293,1,0
182,8,18.32471391318293,1,0
8,185,31.699002271364947,1,0
185,8,31.699002271364947,1,0
8,186,108.07968730987336,1,0
186,8,108.07968730987336,1,0
8,193,46.90188146545936,0,1
193,8,46.90188146545936,0,1
8,199,60.1247937293759,1,0
199,8,60.1247937293759,1,0
8,200,63.39787949923877,1,0
200,8,63.39787949923877,1,0
202,8,8.406513665010008,1,1
8,205,89.88709988090616,1,0
205,8,89.88709988090616,1,0
8,248,85.90838055742874,1,0
248,8,85.90838055742874,1,0
8,260,47.944238715407714,0,1
260,8,47.944238715407714,0,1
8,268,27.002285477344323,0,1
268,8,27.002285477344323,0,1
8,302,20.996692358559716,1,0
302,8,20.996692358559716,1,0
8,303,32.1421687662796,0,1
303,8,32.1421687662796,0,1
8,404,20.079249238953132,0,1
404,8,20.079249238953132,0,1
8,409,16.529612941626915,1,0
409,8,16.529612941626915,1,0
8,417,33.650843971585616,0,1
417,8,33.650843971585616,0,1
8,427,56.34057263642251,0,1
427,8,56.34057263642251,0,1
8,432,108.62797574289966,1,0
432,8,108.62797574289966,1,0
8,434,56.973764506130365,1,0
434,8,56.973764506130365,1,0
8,455,17.15890159654749,0,1
455,8,17.15890159654749,0,1
8,456,12.88225217110735,0,1
456,8,12.88225217110735,0,1
8,457,33.22292848320268,0,1
457,8,33.22292848320268,0,1
8,458,11.84492709981788,0,1
458,8,11.84492709981788,0,1
8,459,79.16904895854186,1,0
459,8,79.16904895854186,1,0
8,460,81.3997327882592,1,0
460,8,81.3997327882592,1,0
8,467,48.57529882563771,1,0
467,8,48.57529882563771,1,0
8,468,54.01493631394931,0,1
468,8,54.01493631394931,0,1
8,469,56.54716991149955,0,1
469,8,56.54716991149955,0,1
8,476,47.09674473888827,1,0
476,8,47.09674473888827,1,0
8,493,34.64224161338293,0,1
493,8,34.64224161338293,0,1
8,494,20.975527192421172,0,1
494,8,20.975527192421172,0,1
8,495,48.529239485077454,0,1
495,8,48.529239485077454,0,1
8,501,30.355501461843783,0,1
501,8,30.355501461843783,0,1
8,502,29.877092495756678,0,1
502,8,29.877092495756678,0,1
8,507,11.756878369703415,1,0
8,509,94.4077668520975,1,0
509,8,94.4077668520975,1,0
8,590,15.04486124894477,1,0
590,8,15.04486124894477,1,0
8,591,27.397384783953378,1,0
591,8,27.397384783953378,1,0
8,592,24.87312101446057,1,0
592,8,24.87312101446057,1,0
8,593,17.437901249863756,1,0
593,8,17.437901249863756,1,0
8,594,38.33326359703801,0,1
594,8,38.33326359703801,0,1
8,595,32.24058566465566,0,1
595,8,32.24058566465566,0,1
8,596,35.16562912845439,0,1
596,8,35.16562912845439,0,1
8,597,44.60353225922808,0,1
597,8,44.60353225922808,0,1
9,20,37.186575064127645,0,1
20,9,37.186575064127645,0,1
9,40,8.755115647437217,1,0
40,9,8.755115647437217,1,0
9,120,49.07409647665457,0,1
120,9,49.07409647665457,0,1
9,181,63.77685759740754,0,1
181,9,63.77685759740754,0,1
9,190,20.869472561614966,0,1
190,9,20.869472561614966,0,1
9,209,5.88531706877378,1,0
9,214,9.697755049494702,1,0
214,9,9.697755049494702,1,0
9,215,11.109401874088451,1,0
215,9,11.109401874088451,1,0
9,216,12.887131100442797,1,0
216,9,12.887131100442797,1,0
9,217,20.636598290415986,1,0
217,9,20.636598290415986,1,0
9,218,24.261443258800576,1,0
218,9,24.261443258800576,1,0
9,219,31.210233866473992,1,0
219,9,31.210233866473992,1,0
9,220,32.661394902851285,1,0
220,9,32.661394902851285,1,0
9,245,37.16698181181787,0,1
245,9,37.16698181181787,0,1
9,405,15.903567178466597,1,0
405,9,15.903567178466597,1,0
9,437,17.884261376976127,1,0
437,9,17.884261376976127,1,0
9,511,14.880492061756561,1,1
511,9,14.880492061756561,1,1
10,27,56.0296917357217,1,0
27,10,56.0296917357217,1,0
10,40,48.12619951751852,0,1
40,10,48.12619951751852,0,1
10,72,32.018089152852326,1,0
72,10,32.018089152852326,1,0
10,77,22.12003917265971,1,0
77,10,22.12003917265971,1,0
10,83,31.92470286470964,0,1
83,10,31.92470286470964,0,1
10,89,9.30343334473892,0,1
89,10,9.30343334473892,0,1
10,119,48.25423758593643,1,1
119,10,48.25423758593643,1,1
10,150,13.177633816433055,0,1
150,10,13.177633816433055,0,1
10,179,43.180663183883595,1,0
179,10,43.180663183883595,1,0
10,184,25.406956921284376,1,1
184,10,25.406956921284376,1,1
10,196,7.074428104094351,1,0
10,197,24.62763102695832,0,1
197,10,24.62763102695832,0,1
10,235,9.2139133922563,0,1
235,10,9.2139133922563,0,1
10,405,40.29079573550267,0,1
405,10,40.29079573550267,0,1
10,437,38.22780837296327,0,1
437,10,38.22780837296327,0,1
10,438,30.989997999354568,1,1
438,10,30.989997999354568,1,1
10,439,6.691033776629737,1,0
10,463,31.334037547050972,1,1
463,10,31.334037547050972,1,1
10,464,32.120265456561846,1,1
464,10,32.120265456561846,1,1
10,486,35.64528548069155,1,0
486,10,35.64528548069155,1,0
10,504,7.143369863026834,1,0
11,24,12.489695472668659,0,1
24,11,12.489695472668659,0,1
11,25,9.537032504925207,0,1
25,11,9.537032504925207,0,1
11,26,7.7709786384985,0,1
26,11,7.7709786384985,0,1
11,209,31.26549537429401,0,1
209,11,31.26549537429401,0,1
11,210,29.969895645463968,0,1
210,11,29.969895645463968,0,1
11,213,26.180025611141023,0,1
213,11,26.180025611141023,0,1
11,215,20.18217480847889,0,1
215,11,20.18217480847889,0,1
11,218,11.126049478588525,0,1
218,11,11.126049478588525,0,1
11,220,10.932688827548327,0,1
220,11,10.932688827548327,0,1
11,223,13.37064220596752,0,1
223,11,13.37064220596752,0,1
11,263,7.783542766632686,0,1
263,11,7.783542766632686,0,1
11,266,11.749264530173791,0,1
266,11,11.749264530173791,0,1
12,24,15.139455901715886,0,1
24,12,15.139455901715886,0,1
12,25,12.05505989201215,0,1
25,12,12.05505989201215,0,1
12,26,10.447119650889427,0,1
26,12,10.447119650889427,0,1
12,209,33.213247131227625,0,1
209,12,33.213247131227625,0,1
12,210,31.522318458514437,0,1
210,12,31.522318458514437,0,1
12,213,27.701089960505165,0,1
213,12,27.701089960505165,0,1
12,215,21.415504897153372,0,1
215,12,21.415504897153372,0,1
12,218,10.733347707029713,0,1
218,12,10.733347707029713,0,1
12,220,8.58540954177493,0,1
220,12,8.58540954177493,0,1
12,223,16.046508187141526,0,1
223,12,16.046508187141526,0,1
12,263,4.941673400782371,0,1
263,12,4.941673400782371,0,1
12,266,9.016195040037678,0,1
266,12,9.016195040037678,0,1
13,24,15.322236912409362,0,1
24,13,15.322236912409362,0,1
13,25,12.238755492287604,0,1
25,13,12.238755492287604,0,1
13,26,10.629029400655547,0,1
26,13,10.629029400655547,0,1
13,209,33.38608919894632,0,1
209,13,33.38608919894632,0,1
13,210,31.682165235349682,0,1
210,13,31.682165235349682,0,1
13,213,27.860285210313265,0,1
213,13,27.860285210313265,0,1
13,215,21.564960120528855,0,1
215,13,21.564960120528855,0,1
13,218,10.81134746458553,0,1
218,13,10.81134746458553,0,1
13,220,8.508292543160467,0,1
220,13,8.508292543160467,0,1
13,223,16.228849435496038,0,1
223,13,16.228849435496038,0,1
13,263,4.77095388785094,0,1
263,13,4.77095388785094,0,1
13,266,8.884248645777538,0,1
266,13,8.884248645777538,0,1
14,18,62.16400535679792,0,1
18,14,62.16400535679792,0,1
14,521,12.541006379075007,1,0
521,14,12.541006379075007,1,0
14,522,15.164422376074862,1,0
522,14,15.164422376074862,1,0
14,523,16.801963516208456,1,0
523,14,16.801963516208456,1,0
14,524,18.236685937965813,1,0
524,14,18.236685937965813,1,0
14,525,19.141030275301276,1,0
525,14,19.141030275301276,1,0
14,526,20.58178051092762,1,0
526,14,20.58178051092762,1,0
14,527,22.578903604914036,1,0
527,14,22.578903604914036,1,0
14,528,24.370060319991005,1,0
528,14,24.370060319991005,1,0
14,529,26.084148538911517,1,0
529,14,26.084148538911517,1,0
14,530,27.836709809171055,1,0
530,14,27.836709809171055,1,0
14,531,26.92095648375072,1,0
531,14,26.92095648375072,1,0
14,532,26.742393778418567,1,0
532,14,26.742393778418567,1,0
14,533,28.384019236182883,1,0
533,14,28.384019236182883,1,0
14,534,29.828136247509665,1,0
534,14,29.828136247509665,1,0
14,535,32.002896009580134,1,0
535,14,32.002896009580134,1,0
14,536,34.090315369617805,1,0
536,14,34.090315369617805,1,0
537,14,10.499449176028236,1,0
14,538,37.844305370821644,1,0
538,14,37.844305370821644,1,0
14,539,40.47035569401386,1,0
539,14,40.47035569401386,1,0
14,540,40.24984870779019,1,0
540,14,40.24984870779019,1,0
14,541,42.019745477572805,1,0
541,14,42.019745477572805,1,0
14,542,11.229818609398817,1,0
542,14,11.229818609398817,1,0
14,543,45.02922572063615,1,0
543,14,45.02922572063615,1,0
14,544,45.46834869444898,1,0
544,14,45.46834869444898,1,0
14,545,45.6169067890404,1,0
545,14,45.6169067890404,1,0
14,546,47.27775084540296,1,0
546,14,47.27775084540296,1,0
14,547,48.558072490575654,1,0
547,14,48.558072490575654,1,0
548,14,10.656069162688464,1,1
14,549,11.405924863859134,1,1
549,14,11.405924863859134,1,1
14,550,12.258385293341043,1,1
550,14,12.258385293341043,1,1
14,551,14.525853641008503,1,1
551,14,14.525853641008503,1,1
14,552,16.65168066592679,1,1
552,14,16.65168066592679,1,1
14,553,17.990388989680017,1,1
553,14,17.990388989680017,1,1
14,554,19.057077058142994,1,1
554,14,19.057077058142994,1,1
14,555,20.436741447696598,1,1
555,14,20.436741447696598,1,1
14,556,21.604611591046947,1,1
556,14,21.604611591046947,1,1
14,557,22.36853327779897,1,1
557,14,22.36853327779897,1,1
14,558,21.99775536276372,1,1
558,14,21.99775536276372,1,1
14,559,22.48388173781387,1,1
559,14,22.48388173781387,1,1
14,560,23.362488159440552,1,1
560,14,23.362488159440552,1,1
14,561,26.420129465996187,1,1
561,14,26.420129465996187,1,1
14,562,26.880892135492825,1,1
562,14,26.880892135492825,1,1
14,563,27.882888318823788,1,1
563,14,27.882888318823788,1,1
14,565,30.14660466785605,1,1
565,14,30.14660466785605,1,1
14,566,31.140582348440436,1,1
566,14,31.140582348440436,1,1
14,567,31.547795247845766,1,1
567,14,31.547795247845766,1,1
14,568,32.74762186785477,1,1
568,14,32.74762186785477,1,1
14,570,35.20909071532521,1,1
570,14,35.20909071532521,1,1
14,571,35.28947697260474,1,1
571,14,35.28947697260474,1,1
14,572,38.400898752503174,1,1
572,14,38.400898752503174,1,1
14,573,39.48790276780979,1,1
573,14,39.48790276780979,1,1
14,574,39.89003997240414,1,1
574,14,39.89003997240414,1,1
14,575,40.2349174722653,1,1
575,14,40.2349174722653,1,1
14,576,46.320311419505806,1,1
576,14,46.320311419505806,1,1
14,577,47.2814359342015,1,1
577,14,47.2814359342015,1,1
14,578,48.20464330331675,1,1
578,14,48.20464330331675,1,1
14,579,50.390583247269525,1,1
579,14,50.390583247269525,1,1
14,580,52.07433427322907,0,1
580,14,52.07433427322907,0,1
14,581,55.18018376192671,0,1
581,14,55.18018376192671,0,1
14,582,56.96562494171375,0,1
582,14,56.96562494171375,0,1
14,583,59.04470124405746,0,1
583,14,59.04470124405746,0,1
14,584,61.11989536967484,0,1
584,14,61.11989536967484,0,1
14,585,61.957094121658095,0,1
585,14,61.957094121658095,0,1
586,14,9.376026557129624,1,1
15,37,12.248362584443685,1,0
37,15,12.248362584443685,1,0
15,64,21.717454846275153,1,0
64,15,21.717454846275153,1,0
15,82,17.082738949009318,1,0
82,15,17.082738949009318,1,0
15,95,23.755342914805503,1,0
95,15,23.755342914805503,1,0
15,195,19.050684738349958,1,0
195,15,19.050684738349958,1,0
15,402,15.82229404985257,1,0
402,15,15.82229404985257,1,0
16,44,30.72446629316773,0,1
44,16,30.72446629316773,0,1
16,45,26.574424264694805,0,1
45,16,26.574424264694805,0,1
16,299,19.687322316658506,0,1
299,16,19.687322316658506,0,1
16,406,9.511762034449768,1,1
406,16,9.511762034449768,1,1
16,510,15.444817512680427,0,1
510,16,15.444817512680427,0,1
16,517,9.895570372646542,0,1
517,16,9.895570372646542,0,1
16,606,5.434794936333845,1,1
606,16,5.434794936333845,1,1
16,607,6.003199563566082,1,1
607,16,6.003199563566082,1,1
16,608,7.080594607799546,0,1
608,16,7.080594607799546,0,1
16,609,6.403299930504583,0,1
609,16,6.403299930504583,0,1
17,21,51.0309709882146,1,1
21,17,51.0309709882146,1,1
17,46,28.923346970916075,1,1
46,17,28.923346970916075,1,1
17,63,59.712394023351635,0,1
63,17,59.712394023351635,0,1
17,102,41.59678473151501,1,1
102,17,41.59678473151501,1,1
151,17,13.310240418564948,1,0
17,152,54.12476327892807,0,1
152,17,54.12476327892807,0,1
17,155,43.844100766237645,1,0
155,17,43.844100766237645,1,0
17,194,20.42865634347986,1,1
194,17,20.42865634347986,1,1
203,17,13.034722129757887,1,1
17,224,39.88461482827683,1,1
224,17,39.88461482827683,1,1
17,226,41.231559271994556,1,0
226,17,41.231559271994556,1,0
17,227,41.671072796365586,1,0
227,17,41.671072796365586,1,0
17,231,46.63708992851076,1,1
231,17,46.63708992851076,1,1
243,17,12.218837915284743,1,0
17,298,33.77165971639534,1,1
298,17,33.77165971639534,1,1
436,17,13.222164157202103,1,0
18,79,214.99726232908176,1,0
79,18,214.99726232908176,1,0
18,80,220.6145462679195,1,0
80,18,220.6145462679195,1,0
18,144,202.16579692915417,1,0
144,18,202.16579692915417,1,0
18,146,201.04682559294488,1,0
146,18,201.04682559294488,1,0
18,147,202.29305333105236,1,0
147,18,202.29305333105236,1,0
18,154,86.46567662373319,1,0
154,18,86.46567662373319,1,0
18,176,178.0509589976982,1,0
176,18,178.0509589976982,1,0
18,181,147.83596622270238,1,0
181,18,147.83596622270238,1,0
18,192,118.43821311130964,1,0
192,18,118.43821311130964,1,0
18,198,97.79702811946792,1,0
198,18,97.79702811946792,1,0
18,269,125.01055035875972,1,0
269,18,125.01055035875972,1,0
18,270,245.67183726467306,1,0
270,18,245.67183726467306,1,0
18,271,73.9420970557368,1,0
271,18,73.9420970557368,1,0
18,272,73.10126633650063,1,0
272,18,73.10126633650063,1,0
18,273,63.4481340072346,1,0
273,18,63.4481340072346,1,0
18,274,63.03110366319156,1,0
274,18,63.03110366319156,1,0
18,275,69.05629956057594,1,0
275,18,69.05629956057594,1,0
18,276,67.96301280108175,1,0
276,18,67.96301280108175,1,0
18,278,286.8501697210584,1,0
278,18,286.8501697210584,1,0
18,279,281.3156494651515,1,0
279,18,281.3156494651515,1,0
18,280,41.62336575770873,1,0
280,18,41.62336575770873,1,0
18,281,41.596599909127185,1,0
281,18,41.596599909127185,1,0
18,282,52.38824381481021,1,0
282,18,52.38824381481021,1,0
18,283,49.086356200068465,1,0
283,18,49.086356200068465,1,0
18,284,33.71178123445867,1,0
284,18,33.71178123445867,1,0
18,285,27.500696318457102,1,0
285,18,27.500696318457102,1,0
18,286,26.413742427001896,1,0
286,18,26.413742427001896,1,0
18,287,24.79769241280325,1,0
287,18,24.79769241280325,1,0
18,288,22.79691580016911,1,0
288,18,22.79691580016911,1,0
18,289,20.61151059481085,1,0
289,18,20.61151059481085,1,0
18,290,18.394340216490505,1,0
290,18,18.394340216490505,1,0
18,291,17.491437562418934,1,0
291,18,17.491437562418934,1,0
18,292,16.418947164784957,1,0
292,18,16.418947164784957,1,0
18,293,16.0004184007794,1,0
293,18,16.0004184007794,1,0
18,294,16.618919940838513,1,0
294,18,16.618919940838513,1,0
18,295,17.116588561976947,1,0
295,18,17.116588561976947,1,0
18,296,30.812181438515516,1,0
296,18,30.812181438515516,1,0
18,297,30.875068129479487,1,0
297,18,30.875068129479487,1,0
18,404,179.6986189874591,1,0
404,18,179.6986189874591,1,0
18,415,89.32867629714436,1,0
415,18,89.32867629714436,1,0
18,428,104.32079689592099,1,0
428,18,104.32079689592099,1,0
18,429,102.17239332128811,1,0
429,18,102.17239332128811,1,0
18,455,182.90308141745453,1,0
455,18,182.90308141745453,1,0
18,456,188.9718805140066,1,0
456,18,188.9718805140066,1,0
18,457,165.6558550398989,1,0
457,18,165.6558550398989,1,0
18,458,197.53242885663104,1,0
458,18,197.53242885663104,1,0
18,461,91.09242250044731,1,0
461,18,91.09242250044731,1,0
18,462,91.10909399725145,1,0
462,18,91.10909399725145,1,0
18,548,51.88217119589349,0,1
548,18,51.88217119589349,0,1
18,549,51.36508997363871,0,1
549,18,51.36508997363871,0,1
18,550,50.569703855174,0,1
550,18,50.569703855174,0,1
18,551,48.48864165967119,0,1
551,18,48.48864165967119,0,1
18,552,46.623365440517055,0,1
552,18,46.623365440517055,0,1
18,553,45.942426426996654,0,1
553,18,45.942426426996654,0,1
18,554,45.39556669984416,0,1
554,18,45.39556669984416,0,1
18,555,44.16166646538602,0,1
555,18,44.16166646538602,0,1
18,556,43.11416546797584,0,1
556,18,43.11416546797584,0,1
18,557,41.5169525013578,0,1
557,18,41.5169525013578,0,1
18,558,41.27944797353763,0,1
558,18,41.27944797353763,0,1
18,559,40.1565596135924,0,1
559,18,40.1565596135924,0,1
18,560,39.203949864777655,0,1
560,18,39.203949864777655,0,1
18,561,35.809343543270934,0,1
561,18,35.809343543270934,0,1
18,562,35.33531129054901,0,1
562,18,35.33531129054901,0,1
18,563,34.28111814104085,0,1
563,18,34.28111814104085,0,1
